Genome	Num bases covered	Frac bases covered	Frac bases covered over unambig	Average coverage/depth	Average coverage/depth over unambig
chikungunya, genome 41	11979	1.0	1.0	1.89498288672	1.89498288672
chikungunya, genome 41 (rc)	11979	1.0	1.0	1.89498288672	1.89498288672
chikungunya, genome 42	11693	1.0	1.00008552857	2.35183443086	2.35203557988
chikungunya, genome 42 (rc)	11693	1.0	1.00008552857	2.35183443086	2.35203557988
chikungunya, genome 43	11774	1.0	1.00008494012	2.70086631561	2.70109572751
chikungunya, genome 43 (rc)	11774	1.0	1.00008494012	2.70086631561	2.70109572751
chikungunya, genome 44	11767	1.0	1.00008499065	2.60049290388	2.60071392147
chikungunya, genome 44 (rc)	11767	1.0	1.00008499065	2.60049290388	2.60071392147
chikungunya, genome 45	11836	1.0	1.0	2.48394727949	2.48394727949
chikungunya, genome 45 (rc)	11836	1.0	1.0	2.48394727949	2.48394727949
chikungunya, genome 46	11992	1.0	1.0	2.15977318212	2.15977318212
chikungunya, genome 46 (rc)	11992	1.0	1.0	2.15977318212	2.15977318212
chikungunya, genome 47	11907	1.0	1.0	2.1331989586	2.1331989586
chikungunya, genome 47 (rc)	11907	1.0	1.0	2.1331989586	2.1331989586
chikungunya, genome 48	11855	1.0	1.0	2.06663854914	2.06663854914
chikungunya, genome 48 (rc)	11855	1.0	1.0	2.06663854914	2.06663854914
chikungunya, genome 49	11988	1.0	1.0	2.04371037704	2.04371037704
chikungunya, genome 49 (rc)	11988	1.0	1.0	2.04371037704	2.04371037704
chikungunya, genome 50	11968	1.0	1.0002507313	1.87165775401	1.87212703719
chikungunya, genome 50 (rc)	11968	1.0	1.0002507313	1.87165775401	1.87212703719
chikungunya, genome 51	11844	1.0	1.0	1.19047619048	1.19047619048
chikungunya, genome 51 (rc)	11844	1.0	1.0	1.19047619048	1.19047619048
chikungunya, genome 52	11844	1.0	1.00008443806	1.18203309693	1.18213290551
chikungunya, genome 52 (rc)	11844	1.0	1.00008443806	1.18203309693	1.18213290551
chikungunya, genome 53	11772	1.0	1.00016992353	2.6503567788	2.65080713679
chikungunya, genome 53 (rc)	11772	1.0	1.00016992353	2.6503567788	2.65080713679
chikungunya, genome 54	11812	1.0	1.0	2.63291567897	2.63291567897
chikungunya, genome 54 (rc)	11812	1.0	1.0	2.63291567897	2.63291567897
chikungunya, genome 55	11811	1.0	1.0	2.78553890441	2.78553890441
chikungunya, genome 55 (rc)	11811	1.0	1.0	2.78553890441	2.78553890441
chikungunya, genome 56	11811	1.0	1.0	2.76013885361	2.76013885361
chikungunya, genome 56 (rc)	11811	1.0	1.0	2.76013885361	2.76013885361
chikungunya, genome 57	11811	1.0	1.0	2.76860553721	2.76860553721
chikungunya, genome 57 (rc)	11811	1.0	1.0	2.76860553721	2.76860553721
chikungunya, genome 58	11670	1.0	1.0	2.42502142245	2.42502142245
chikungunya, genome 58 (rc)	11670	1.0	1.0	2.42502142245	2.42502142245
chikungunya, genome 59	11752	1.0	1.0	2.54424778761	2.54424778761
chikungunya, genome 59 (rc)	11752	1.0	1.0	2.54424778761	2.54424778761
chikungunya, genome 60	11826	1.0	1.0	2.61288685946	2.61288685946
chikungunya, genome 60 (rc)	11826	1.0	1.0	2.61288685946	2.61288685946
chikungunya, genome 61	11719	1.0	1.0	2.50021332878	2.50021332878
chikungunya, genome 61 (rc)	11719	1.0	1.0	2.50021332878	2.50021332878
chikungunya, genome 62	11800	1.0	1.0	2.73728813559	2.73728813559
chikungunya, genome 62 (rc)	11800	1.0	1.0	2.73728813559	2.73728813559
chikungunya, genome 63	11717	1.0	1.0	2.49210548775	2.49210548775
chikungunya, genome 63 (rc)	11717	1.0	1.0	2.49210548775	2.49210548775
chikungunya, genome 64	11790	1.0	1.0	2.6802374894	2.6802374894
chikungunya, genome 64 (rc)	11790	1.0	1.0	2.6802374894	2.6802374894
chikungunya, genome 65	11729	1.0	1.0	2.53218518203	2.53218518203
chikungunya, genome 65 (rc)	11729	1.0	1.0	2.53218518203	2.53218518203
chikungunya, genome 66	11719	1.0	1.0	2.49168017749	2.49168017749
chikungunya, genome 66 (rc)	11719	1.0	1.0	2.49168017749	2.49168017749
chikungunya, genome 67	11714	1.0	1.0	2.4756701383	2.4756701383
chikungunya, genome 67 (rc)	11714	1.0	1.0	2.4756701383	2.4756701383
chikungunya, genome 68	11729	1.0	1.0	2.54071105806	2.54071105806
chikungunya, genome 68 (rc)	11729	1.0	1.0	2.54071105806	2.54071105806
chikungunya, genome 69	11722	1.0	1.0	2.51663538645	2.51663538645
chikungunya, genome 69 (rc)	11722	1.0	1.0	2.51663538645	2.51663538645
chikungunya, genome 70	11722	1.0	1.0	2.51663538645	2.51663538645
chikungunya, genome 70 (rc)	11722	1.0	1.0	2.51663538645	2.51663538645
chikungunya, genome 71	11722	1.0	1.0	2.51663538645	2.51663538645
chikungunya, genome 71 (rc)	11722	1.0	1.0	2.51663538645	2.51663538645
chikungunya, genome 72	11717	1.0	1.0	2.45796705641	2.45796705641
chikungunya, genome 72 (rc)	11717	1.0	1.0	2.45796705641	2.45796705641
chikungunya, genome 73	11717	1.0	1.0	2.47503627208	2.47503627208
chikungunya, genome 73 (rc)	11717	1.0	1.0	2.47503627208	2.47503627208
chikungunya, genome 74	11717	1.0	1.0	2.46650166425	2.46650166425
chikungunya, genome 74 (rc)	11717	1.0	1.0	2.46650166425	2.46650166425
chikungunya, genome 75	11764	1.0	1.0	2.59265555933	2.59265555933
chikungunya, genome 75 (rc)	11764	1.0	1.0	2.59265555933	2.59265555933
chikungunya, genome 76	11764	1.0	1.0	2.60115606936	2.60115606936
chikungunya, genome 76 (rc)	11764	1.0	1.0	2.60115606936	2.60115606936
chikungunya, genome 77	11764	1.0	1.0	2.61815708943	2.61815708943
chikungunya, genome 77 (rc)	11764	1.0	1.0	2.61815708943	2.61815708943
chikungunya, genome 78	11764	1.0	1.0	2.65215912955	2.65215912955
chikungunya, genome 78 (rc)	11764	1.0	1.0	2.65215912955	2.65215912955
chikungunya, genome 79	11764	1.0	1.0	2.65215912955	2.65215912955
chikungunya, genome 79 (rc)	11764	1.0	1.0	2.65215912955	2.65215912955
chikungunya, genome 80	11764	1.0	1.0	2.63515810949	2.63515810949
chikungunya, genome 80 (rc)	11764	1.0	1.0	2.63515810949	2.63515810949
chikungunya, genome 81	11812	1.0	1.0	2.79376904843	2.79376904843
chikungunya, genome 81 (rc)	11812	1.0	1.0	2.79376904843	2.79376904843
chikungunya, genome 82	11812	1.0	1.0	2.80223501524	2.80223501524
chikungunya, genome 82 (rc)	11812	1.0	1.0	2.80223501524	2.80223501524
chikungunya, genome 83	11812	1.0	1.0	2.81070098205	2.81070098205
chikungunya, genome 83 (rc)	11812	1.0	1.0	2.81070098205	2.81070098205
chikungunya, genome 84	11812	1.0	1.0	2.7768371148	2.7768371148
chikungunya, genome 84 (rc)	11812	1.0	1.0	2.7768371148	2.7768371148
chikungunya, genome 85	11813	1.0	1.0	2.77660204859	2.77660204859
chikungunya, genome 85 (rc)	11813	1.0	1.0	2.77660204859	2.77660204859
chikungunya, genome 86	11807	1.0	1.0	2.76107393919	2.76107393919
chikungunya, genome 86 (rc)	11807	1.0	1.0	2.76107393919	2.76107393919
chikungunya, genome 87	11812	1.0	1.0	2.74297324754	2.74297324754
chikungunya, genome 87 (rc)	11812	1.0	1.0	2.74297324754	2.74297324754
chikungunya, genome 88	11812	1.0	1.0	2.75143921436	2.75143921436
chikungunya, genome 88 (rc)	11812	1.0	1.0	2.75143921436	2.75143921436
chikungunya, genome 89	11774	1.0	1.0	2.68387973501	2.68387973501
chikungunya, genome 89 (rc)	11774	1.0	1.0	2.68387973501	2.68387973501
chikungunya, genome 90	12041	1.0	1.00016612675	1.95166514409	1.95198936789
chikungunya, genome 90 (rc)	12041	1.0	1.00016612675	1.95166514409	1.95198936789
chikungunya, genome 91	12042	1.0	1.00008304958	1.95980734097	1.95997010215
chikungunya, genome 91 (rc)	12042	1.0	1.00008304958	1.95980734097	1.95997010215
chikungunya, genome 92	11726	1.0	1.0	2.12348626983	2.12348626983
chikungunya, genome 92 (rc)	11726	1.0	1.0	2.12348626983	2.12348626983
chikungunya, genome 93	11561	1.0	1.0	2.09324452902	2.09324452902
chikungunya, genome 93 (rc)	11561	1.0	1.0	2.09324452902	2.09324452902
chikungunya, genome 94	11562	1.0	1.0	2.38713025428	2.38713025428
chikungunya, genome 94 (rc)	11562	1.0	1.0	2.38713025428	2.38713025428
chikungunya, genome 95	11562	1.0	1.0	2.39577927694	2.39577927694
chikungunya, genome 95 (rc)	11562	1.0	1.0	2.39577927694	2.39577927694
chikungunya, genome 96	11791	1.0	1.0	2.69697226698	2.69697226698
chikungunya, genome 96 (rc)	11791	1.0	1.0	2.69697226698	2.69697226698
chikungunya, genome 97	11562	1.0	1.0	2.4044282996	2.4044282996
chikungunya, genome 97 (rc)	11562	1.0	1.0	2.4044282996	2.4044282996
chikungunya, genome 98	11562	1.0	1.00017301038	2.4044282996	2.40484429066
chikungunya, genome 98 (rc)	11562	1.0	1.00017301038	2.4044282996	2.40484429066
chikungunya, genome 99	12011	1.0	1.0	1.92323703272	1.92323703272
chikungunya, genome 99 (rc)	12011	1.0	1.0	1.92323703272	1.92323703272
chikungunya, genome 100	12014	1.0	1.0	1.89778591643	1.89778591643
chikungunya, genome 100 (rc)	12014	1.0	1.0	1.89778591643	1.89778591643
chikungunya, genome 101	12014	1.0	1.0	1.91443316131	1.91443316131
chikungunya, genome 101 (rc)	12014	1.0	1.0	1.91443316131	1.91443316131
chikungunya, genome 102	12530	1.0	1.0001596424	2.49800478851	2.49840357599
chikungunya, genome 102 (rc)	12530	1.0	1.0001596424	2.49800478851	2.49840357599
chikungunya, genome 103	11730	1.0	1.0	2.48934356351	2.48934356351
chikungunya, genome 103 (rc)	11730	1.0	1.0	2.48934356351	2.48934356351
chikungunya, genome 104	11722	1.0	1.0	2.44838764716	2.44838764716
chikungunya, genome 104 (rc)	11722	1.0	1.0	2.44838764716	2.44838764716
chikungunya, genome 105	11695	1.0	1.0	2.37708422403	2.37708422403
chikungunya, genome 105 (rc)	11695	1.0	1.0	2.37708422403	2.37708422403
chikungunya, genome 106	12034	1.0	1.0	2.88349675918	2.88349675918
chikungunya, genome 106 (rc)	12034	1.0	1.0	2.88349675918	2.88349675918
chikungunya, genome 107	11851	1.0	1.0	2.90270863218	2.90270863218
chikungunya, genome 107 (rc)	11851	1.0	1.0	2.90270863218	2.90270863218
chikungunya, genome 108	12771	1.0	1.0	2.77190509749	2.77190509749
chikungunya, genome 108 (rc)	12771	1.0	1.0	2.77190509749	2.77190509749
chikungunya, genome 109	11777	1.0	1.0	2.60677591916	2.60677591916
chikungunya, genome 109 (rc)	11777	1.0	1.0	2.60677591916	2.60677591916
chikungunya, genome 110	11776	1.0	1.00016986581	2.61548913043	2.6159334126
chikungunya, genome 110 (rc)	11776	1.0	1.00016986581	2.61548913043	2.6159334126
chikungunya, genome 111	11778	1.0	1.00016983696	2.5641025641	2.56453804348
chikungunya, genome 111 (rc)	11778	1.0	1.00016983696	2.5641025641	2.56453804348
chikungunya, genome 112	11779	1.0	1.00008490406	2.61482299007	2.61504499915
chikungunya, genome 112 (rc)	11779	1.0	1.00008490406	2.61482299007	2.61504499915
chikungunya, genome 113	11789	1.0	1.00008483203	2.65501738909	2.65524261961
chikungunya, genome 113 (rc)	11789	1.0	1.00008483203	2.65501738909	2.65524261961
chikungunya, genome 114	11784	1.0	1.0	2.63068567549	2.63068567549
chikungunya, genome 114 (rc)	11784	1.0	1.0	2.63068567549	2.63068567549
chikungunya, genome 115	11764	1.0	1.0	2.60115606936	2.60115606936
chikungunya, genome 115 (rc)	11764	1.0	1.0	2.60115606936	2.60115606936
chikungunya, genome 116	11764	1.0	1.0	2.62665759946	2.62665759946
chikungunya, genome 116 (rc)	11764	1.0	1.0	2.62665759946	2.62665759946
chikungunya, genome 117	11764	1.0	1.0	2.63515810949	2.63515810949
chikungunya, genome 117 (rc)	11764	1.0	1.0	2.63515810949	2.63515810949
chikungunya, genome 118	11836	1.0	1.0	2.8218992903	2.8218992903
chikungunya, genome 118 (rc)	11836	1.0	1.0	2.8218992903	2.8218992903
chikungunya, genome 119	11612	1.0	1.0	1.79986221151	1.79986221151
chikungunya, genome 119 (rc)	11612	1.0	1.0	1.79986221151	1.79986221151
chikungunya, genome 120	11745	1.0	1.0	2.60536398467	2.60536398467
chikungunya, genome 120 (rc)	11745	1.0	1.0	2.60536398467	2.60536398467
chikungunya, genome 121	11818	1.0	1.0	2.78388898291	2.78388898291
chikungunya, genome 121 (rc)	11818	1.0	1.0	2.78388898291	2.78388898291
chikungunya, genome 122	11612	1.0	1.0	1.78263864967	1.78263864967
chikungunya, genome 122 (rc)	11612	1.0	1.0	1.78263864967	1.78263864967
chikungunya, genome 123	11724	1.0	1.0	2.26032070966	2.26032070966
chikungunya, genome 123 (rc)	11724	1.0	1.0	2.26032070966	2.26032070966
chikungunya, genome 124	11838	1.0	1.0	2.83831728332	2.83831728332
chikungunya, genome 124 (rc)	11838	1.0	1.0	2.83831728332	2.83831728332
chikungunya, genome 125	11836	1.0	1.0	2.85569449138	2.85569449138
chikungunya, genome 125 (rc)	11836	1.0	1.0	2.85569449138	2.85569449138
chikungunya, genome 126	11836	1.0	1.0	2.85569449138	2.85569449138
chikungunya, genome 126 (rc)	11836	1.0	1.0	2.85569449138	2.85569449138
chikungunya, genome 127	11836	1.0	1.00016900456	2.83879689084	2.83927666047
chikungunya, genome 127 (rc)	11836	1.0	1.00016900456	2.83879689084	2.83927666047
chikungunya, genome 128	11836	1.0	1.0	2.85569449138	2.85569449138
chikungunya, genome 128 (rc)	11836	1.0	1.0	2.85569449138	2.85569449138
chikungunya, genome 129	11836	1.0	1.0	2.84724569111	2.84724569111
chikungunya, genome 129 (rc)	11836	1.0	1.0	2.84724569111	2.84724569111
chikungunya, genome 130	11881	1.0	1.0	1.20360239037	1.20360239037
chikungunya, genome 130 (rc)	11881	1.0	1.0	1.20360239037	1.20360239037
chikungunya, genome 131	11687	1.0	1.0	2.41293745187	2.41293745187
chikungunya, genome 131 (rc)	11687	1.0	1.0	2.41293745187	2.41293745187
chikungunya, genome 132	11677	1.0	1.0	2.39787616682	2.39787616682
chikungunya, genome 132 (rc)	11677	1.0	1.0	2.39787616682	2.39787616682
chikungunya, genome 133	11793	1.0	1.0	2.70499448826	2.70499448826
chikungunya, genome 133 (rc)	11793	1.0	1.0	2.70499448826	2.70499448826
chikungunya, genome 134	11687	1.0	1.0	2.38726790451	2.38726790451
chikungunya, genome 134 (rc)	11687	1.0	1.0	2.38726790451	2.38726790451
chikungunya, genome 135	11717	1.0	1.0	2.41529401724	2.41529401724
chikungunya, genome 135 (rc)	11717	1.0	1.0	2.41529401724	2.41529401724
chikungunya, genome 136	11716	1.0	1.0	2.424035507	2.424035507
chikungunya, genome 136 (rc)	11716	1.0	1.0	2.424035507	2.424035507
chikungunya, genome 137	11710	1.0	1.0	2.43381725021	2.43381725021
chikungunya, genome 137 (rc)	11710	1.0	1.0	2.43381725021	2.43381725021
chikungunya, genome 138	11696	1.0	1.0	2.36833105335	2.36833105335
chikungunya, genome 138 (rc)	11696	1.0	1.0	2.36833105335	2.36833105335
chikungunya, genome 139	11717	1.0	1.0	2.47503627208	2.47503627208
chikungunya, genome 139 (rc)	11717	1.0	1.0	2.47503627208	2.47503627208
chikungunya, genome 140	11714	1.0	1.0	2.43298617039	2.43298617039
chikungunya, genome 140 (rc)	11714	1.0	1.0	2.43298617039	2.43298617039
chikungunya, genome 141	11710	1.0	1.0	2.35695986336	2.35695986336
chikungunya, genome 141 (rc)	11710	1.0	1.0	2.35695986336	2.35695986336
chikungunya, genome 142	11726	1.0	1.0	2.48166467679	2.48166467679
chikungunya, genome 142 (rc)	11726	1.0	1.0	2.48166467679	2.48166467679
chikungunya, genome 143	11693	1.0	1.0	2.37749080647	2.37749080647
chikungunya, genome 143 (rc)	11693	1.0	1.0	2.37749080647	2.37749080647
chikungunya, genome 144	11716	1.0	1.0	2.43257084329	2.43257084329
chikungunya, genome 144 (rc)	11716	1.0	1.0	2.43257084329	2.43257084329
chikungunya, genome 145	11722	1.0	1.0	2.46544958198	2.46544958198
chikungunya, genome 145 (rc)	11722	1.0	1.0	2.46544958198	2.46544958198
chikungunya, genome 146	11811	1.0	1.0	2.77707222081	2.77707222081
chikungunya, genome 146 (rc)	11811	1.0	1.0	2.77707222081	2.77707222081
chikungunya, genome 147	11811	1.0	1.0	2.75167217001	2.75167217001
chikungunya, genome 147 (rc)	11811	1.0	1.0	2.75167217001	2.75167217001
chikungunya, genome 148	12013	1.0	1.0	1.92291684009	1.92291684009
chikungunya, genome 148 (rc)	12013	1.0	1.0	1.92291684009	1.92291684009
chikungunya, genome 149	11811	1.0	1.0	2.76860553721	2.76860553721
chikungunya, genome 149 (rc)	11811	1.0	1.0	2.76860553721	2.76860553721
chikungunya, genome 150	12036	1.0	1.00016619578	2.29312063809	2.29350174506
chikungunya, genome 150 (rc)	12036	1.0	1.00016619578	2.29312063809	2.29350174506
chikungunya, genome 151	12036	1.0	1.00033244681	2.34297108674	2.34375
chikungunya, genome 151 (rc)	12036	1.0	1.00033244681	2.34297108674	2.34375
chikungunya, genome 152	11832	1.0	1.0	2.76369168357	2.76369168357
chikungunya, genome 152 (rc)	11832	1.0	1.0	2.76369168357	2.76369168357
chikungunya, genome 153	12036	1.0	1.00008309098	2.30142904619	2.3016202742
chikungunya, genome 153 (rc)	12036	1.0	1.00008309098	2.30142904619	2.3016202742
chikungunya, genome 154	11788	1.0	1.0	2.71462504242	2.71462504242
chikungunya, genome 154 (rc)	11788	1.0	1.0	2.71462504242	2.71462504242
chikungunya, genome 155	11810	1.0	1.0	2.54868755292	2.54868755292
chikungunya, genome 155 (rc)	11810	1.0	1.0	2.54868755292	2.54868755292
chikungunya, genome 156	11772	1.0	1.0	2.78627251104	2.78627251104
chikungunya, genome 156 (rc)	11772	1.0	1.0	2.78627251104	2.78627251104
chikungunya, genome 157	11806	1.0	1.0	2.78671861765	2.78671861765
chikungunya, genome 157 (rc)	11806	1.0	1.0	2.78671861765	2.78671861765
chikungunya, genome 158	11805	1.0	1.0	2.01609487505	2.01609487505
chikungunya, genome 158 (rc)	11805	1.0	1.0	2.01609487505	2.01609487505
chikungunya, genome 159	11784	1.0	1.0	2.14697895451	2.14697895451
chikungunya, genome 159 (rc)	11784	1.0	1.0	2.14697895451	2.14697895451
chikungunya, genome 160	11814	1.0	1.0	2.75943795497	2.75943795497
chikungunya, genome 160 (rc)	11814	1.0	1.0	2.75943795497	2.75943795497
chikungunya, genome 161	11750	1.0	1.0	2.65531914894	2.65531914894
chikungunya, genome 161 (rc)	11750	1.0	1.0	2.65531914894	2.65531914894
chikungunya, genome 162	11767	1.0	1.0	2.68547633212	2.68547633212
chikungunya, genome 162 (rc)	11767	1.0	1.0	2.68547633212	2.68547633212
chikungunya, genome 163	11800	1.0	1.0	2.77118644068	2.77118644068
chikungunya, genome 163 (rc)	11800	1.0	1.0	2.77118644068	2.77118644068
chikungunya, genome 164	11729	1.0	1.0	2.54071105806	2.54071105806
chikungunya, genome 164 (rc)	11729	1.0	1.0	2.54071105806	2.54071105806
chikungunya, genome 165	11779	1.0	1.0	2.65727141523	2.65727141523
chikungunya, genome 165 (rc)	11779	1.0	1.0	2.65727141523	2.65727141523
chikungunya, genome 166	11840	1.0	1.0002534426	2.88006756757	2.88079749937
chikungunya, genome 166 (rc)	11840	1.0	1.0002534426	2.88006756757	2.88079749937
chikungunya, genome 167	11567	1.0	1.0	2.66274747125	2.66274747125
chikungunya, genome 167 (rc)	11567	1.0	1.0	2.66274747125	2.66274747125
chikungunya, genome 168	11567	1.0	1.0	2.57629463128	2.57629463128
chikungunya, genome 168 (rc)	11567	1.0	1.0	2.57629463128	2.57629463128
chikungunya, genome 169	11621	1.0	1.0	1.85009895878	1.85009895878
chikungunya, genome 169 (rc)	11621	1.0	1.0	1.85009895878	1.85009895878
chikungunya, genome 170	11559	1.0	1.0	2.30988839865	2.30988839865
chikungunya, genome 170 (rc)	11559	1.0	1.0	2.30988839865	2.30988839865
chikungunya, genome 171	11559	1.0	1.0	2.30988839865	2.30988839865
chikungunya, genome 171 (rc)	11559	1.0	1.0	2.30988839865	2.30988839865
chikungunya, genome 172	12028	1.0	1.0	2.07016960426	2.07016960426
chikungunya, genome 172 (rc)	12028	1.0	1.0	2.07016960426	2.07016960426
chikungunya, genome 173	12028	1.0	1.0	1.99534419687	1.99534419687
chikungunya, genome 173 (rc)	12028	1.0	1.0	1.99534419687	1.99534419687
chikungunya, genome 174	12028	1.0	1.0	1.94546059195	1.94546059195
chikungunya, genome 174 (rc)	12028	1.0	1.0	1.94546059195	1.94546059195
chikungunya, genome 175	12028	1.0	1.0	2.07848353841	2.07848353841
chikungunya, genome 175 (rc)	12028	1.0	1.0	2.07848353841	2.07848353841
chikungunya, genome 176	11829	1.0	1.0	2.78130019444	2.78130019444
chikungunya, genome 176 (rc)	11829	1.0	1.0	2.78130019444	2.78130019444
chikungunya, genome 177	11829	1.0	1.0	2.78975399442	2.78975399442
