Genome	Num bases covered	Frac bases covered	Frac bases covered over unambig	Average coverage/depth	Average coverage/depth over unambig
influenza, genome 56	13349	1.0	1.0	1.98516742827	1.98516742827
influenza, genome 56 (rc)	13349	1.0	1.0	1.98516742827	1.98516742827
influenza, genome 57	13417	1.0	1.00014908684	2.53409853171	2.53447633246
influenza, genome 57 (rc)	13417	1.0	1.00014908684	2.53409853171	2.53447633246
influenza, genome 58	13353	1.0	1.0	2.03699543174	2.03699543174
influenza, genome 58 (rc)	13353	1.0	1.0	2.03699543174	2.03699543174
influenza, genome 59	13354	1.0	1.0	2.02186610753	2.02186610753
influenza, genome 59 (rc)	13354	1.0	1.0	2.02186610753	2.02186610753
influenza, genome 60	13363	1.0	1.0	2.64910573973	2.64910573973
influenza, genome 60 (rc)	13363	1.0	1.0	2.64910573973	2.64910573973
influenza, genome 61	13417	1.0	1.0	2.51919206976	2.51919206976
influenza, genome 61 (rc)	13417	1.0	1.0	2.51919206976	2.51919206976
influenza, genome 62	13358	1.0	1.0	2.02874681839	2.02874681839
influenza, genome 62 (rc)	13358	1.0	1.0	2.02874681839	2.02874681839
influenza, genome 63	13353	1.0	1.0	2.02201752415	2.02201752415
influenza, genome 63 (rc)	13353	1.0	1.0	2.02201752415	2.02201752415
influenza, genome 64	13067	1.0	1.0	1.3469044157	1.3469044157
influenza, genome 64 (rc)	13067	1.0	1.0	1.3469044157	1.3469044157
influenza, genome 65	13348	1.0	1.0	2.00779142943	2.00779142943
influenza, genome 65 (rc)	13348	1.0	1.0	2.00779142943	2.00779142943
influenza, genome 66	13346	1.0	1.0	2.15794994755	2.15794994755
influenza, genome 66 (rc)	13346	1.0	1.0	2.15794994755	2.15794994755
influenza, genome 67	13418	1.0	1.0	2.40721418989	2.40721418989
influenza, genome 67 (rc)	13418	1.0	1.0	2.40721418989	2.40721418989
influenza, genome 68	13417	1.0	1.0	2.51919206976	2.51919206976
influenza, genome 68 (rc)	13417	1.0	1.0	2.51919206976	2.51919206976
influenza, genome 69	13339	1.0	1.0	2.0091461129	2.0091461129
influenza, genome 69 (rc)	13339	1.0	1.0	2.0091461129	2.0091461129
influenza, genome 70	13116	1.0	1.0	2.30253125953	2.30253125953
influenza, genome 70 (rc)	13116	1.0	1.0	2.30253125953	2.30253125953
influenza, genome 71	13417	1.0	1.0	2.51919206976	2.51919206976
influenza, genome 71 (rc)	13417	1.0	1.0	2.51919206976	2.51919206976
influenza, genome 72	13403	1.0	1.0	2.50690143998	2.50690143998
influenza, genome 72 (rc)	13403	1.0	1.0	2.50690143998	2.50690143998
influenza, genome 73	13192	1.0	1.0	2.4636143117	2.4636143117
influenza, genome 73 (rc)	13192	1.0	1.0	2.4636143117	2.4636143117
influenza, genome 74	13353	1.0	1.0	2.00703961657	2.00703961657
influenza, genome 74 (rc)	13353	1.0	1.0	2.00703961657	2.00703961657
influenza, genome 75	13418	1.0	1.0	2.25070800417	2.25070800417
influenza, genome 75 (rc)	13418	1.0	1.0	2.25070800417	2.25070800417
influenza, genome 76	13353	1.0	1.0	2.03699543174	2.03699543174
influenza, genome 76 (rc)	13353	1.0	1.0	2.03699543174	2.03699543174
influenza, genome 77	13354	1.0	1.0	2.00688932155	2.00688932155
influenza, genome 77 (rc)	13354	1.0	1.0	2.00688932155	2.00688932155
influenza, genome 78	13510	1.0	1.0	2.79792746114	2.79792746114
influenza, genome 78 (rc)	13510	1.0	1.0	2.79792746114	2.79792746114
influenza, genome 79	13353	1.0	1.0	1.99955066277	1.99955066277
influenza, genome 79 (rc)	13353	1.0	1.0	1.99955066277	1.99955066277
influenza, genome 80	13362	1.0	1.0	2.91872474181	2.91872474181
influenza, genome 80 (rc)	13362	1.0	1.0	2.91872474181	2.91872474181
influenza, genome 81	13353	1.0	1.0	1.99955066277	1.99955066277
influenza, genome 81 (rc)	13353	1.0	1.0	1.99955066277	1.99955066277
influenza, genome 82	13390	1.0	1.0	2.47946228529	2.47946228529
influenza, genome 82 (rc)	13390	1.0	1.0	2.47946228529	2.47946228529
influenza, genome 83	13348	1.0	1.0	1.9928079113	1.9928079113
influenza, genome 83 (rc)	13348	1.0	1.0	1.9928079113	1.9928079113
influenza, genome 84	13386	1.0	1.0	2.07679665322	2.07679665322
influenza, genome 84 (rc)	13386	1.0	1.0	2.07679665322	2.07679665322
influenza, genome 85	13418	1.0	1.0	2.32523475928	2.32523475928
influenza, genome 85 (rc)	13418	1.0	1.0	2.32523475928	2.32523475928
influenza, genome 86	13103	1.0	1.0	2.4574524918	2.4574524918
influenza, genome 86 (rc)	13103	1.0	1.0	2.4574524918	2.4574524918
influenza, genome 87	13265	1.0	1.0	2.29928382963	2.29928382963
influenza, genome 87 (rc)	13265	1.0	1.0	2.29928382963	2.29928382963
influenza, genome 88	13372	1.0	1.0	2.52019144481	2.52019144481
influenza, genome 88 (rc)	13372	1.0	1.0	2.52019144481	2.52019144481
influenza, genome 89	13071	1.0	1.0	2.40991507918	2.40991507918
influenza, genome 89 (rc)	13071	1.0	1.0	2.40991507918	2.40991507918
influenza, genome 90	13385	1.0	1.0	2.08442286141	2.08442286141
influenza, genome 90 (rc)	13385	1.0	1.0	2.08442286141	2.08442286141
influenza, genome 91	13382	1.0	1.0	2.05499925273	2.05499925273
influenza, genome 91 (rc)	13382	1.0	1.0	2.05499925273	2.05499925273
influenza, genome 92	13385	1.0	1.0	2.71199103474	2.71199103474
influenza, genome 92 (rc)	13385	1.0	1.0	2.71199103474	2.71199103474
influenza, genome 93	13353	1.0	1.0	1.99206170898	1.99206170898
influenza, genome 93 (rc)	13353	1.0	1.0	1.99206170898	1.99206170898
influenza, genome 94	13313	1.0	1.0	1.98302411177	1.98302411177
influenza, genome 94 (rc)	13313	1.0	1.0	1.98302411177	1.98302411177
influenza, genome 95	13334	1.0	1.0	1.58242087896	1.58242087896
influenza, genome 95 (rc)	13334	1.0	1.0	1.58242087896	1.58242087896
influenza, genome 96	13353	1.0	1.0	2.02950647795	2.02950647795
influenza, genome 96 (rc)	13353	1.0	1.0	2.02950647795	2.02950647795
influenza, genome 97	13371	1.0	1.0	2.33340812206	2.33340812206
influenza, genome 97 (rc)	13371	1.0	1.0	2.33340812206	2.33340812206
influenza, genome 98	13769	1.0	1.0	1.35086062895	1.35086062895
influenza, genome 98 (rc)	13769	1.0	1.0	1.35086062895	1.35086062895
influenza, genome 99	13385	1.0	1.0	2.07695181173	2.07695181173
influenza, genome 99 (rc)	13385	1.0	1.0	2.07695181173	2.07695181173
influenza, genome 100	13274	1.0	1.0	1.87584752147	1.87584752147
influenza, genome 100 (rc)	13274	1.0	1.0	1.87584752147	1.87584752147
influenza, genome 101	13103	1.0	1.0	2.42692513165	2.42692513165
influenza, genome 101 (rc)	13103	1.0	1.0	2.42692513165	2.42692513165
influenza, genome 102	13489	1.0	1.0	3.07658091778	3.07658091778
influenza, genome 102 (rc)	13489	1.0	1.0	3.07658091778	3.07658091778
influenza, genome 103	13301	1.0	1.0	2.37576122096	2.37576122096
influenza, genome 103 (rc)	13301	1.0	1.0	2.37576122096	2.37576122096
influenza, genome 104	13489	1.0	1.0	3.29157090963	3.29157090963
influenza, genome 104 (rc)	13489	1.0	1.0	3.29157090963	3.29157090963
influenza, genome 105	13172	1.0	1.0	2.35347707258	2.35347707258
influenza, genome 105 (rc)	13172	1.0	1.0	2.35347707258	2.35347707258
influenza, genome 106	13566	1.0	1.0	2.96329057939	2.96329057939
influenza, genome 106 (rc)	13566	1.0	1.0	2.96329057939	2.96329057939
influenza, genome 107	13566	1.0	1.0	3.1402034498	3.1402034498
influenza, genome 107 (rc)	13566	1.0	1.0	3.1402034498	3.1402034498
influenza, genome 108	13430	1.0	1.0	2.70290394639	2.70290394639
influenza, genome 108 (rc)	13430	1.0	1.0	2.70290394639	2.70290394639
influenza, genome 109	13103	1.0	1.0	2.43455697169	2.43455697169
influenza, genome 109 (rc)	13103	1.0	1.0	2.43455697169	2.43455697169
influenza, genome 110	13391	1.0	1.0	2.47180942424	2.47180942424
influenza, genome 110 (rc)	13391	1.0	1.0	2.47180942424	2.47180942424
influenza, genome 111	13510	1.0	1.0	2.76091783864	2.76091783864
influenza, genome 111 (rc)	13510	1.0	1.0	2.76091783864	2.76091783864
influenza, genome 112	13324	1.0	1.0	1.98138697088	1.98138697088
influenza, genome 112 (rc)	13324	1.0	1.0	1.98138697088	1.98138697088
influenza, genome 113	13785	1.0	1.0	2.49546608633	2.49546608633
influenza, genome 113 (rc)	13785	1.0	1.0	2.49546608633	2.49546608633
influenza, genome 114	13567	1.0	1.0	3.06626372816	3.06626372816
influenza, genome 114 (rc)	13567	1.0	1.0	3.06626372816	3.06626372816
influenza, genome 115	13489	1.0	1.0	3.08399436578	3.08399436578
influenza, genome 115 (rc)	13489	1.0	1.0	3.08399436578	3.08399436578
influenza, genome 116	13567	1.0	1.0	3.07363455443	3.07363455443
influenza, genome 116 (rc)	13567	1.0	1.0	3.07363455443	3.07363455443
influenza, genome 117	13353	1.0	1.0	2.02950647795	2.02950647795
influenza, genome 117 (rc)	13353	1.0	1.0	2.02950647795	2.02950647795
influenza, genome 118	13124	1.0	1.0	1.54678451692	1.54678451692
influenza, genome 118 (rc)	13124	1.0	1.0	1.54678451692	1.54678451692
influenza, genome 119	14322	1.0	1.0	1.52911604525	1.52911604525
influenza, genome 119 (rc)	14322	1.0	1.0	1.52911604525	1.52911604525
influenza, genome 120	13363	1.0	1.0	2.52937214697	2.52937214697
influenza, genome 120 (rc)	13363	1.0	1.0	2.52937214697	2.52937214697
influenza, genome 121	13348	1.0	1.0	2.01528318849	2.01528318849
influenza, genome 121 (rc)	13348	1.0	1.0	2.01528318849	2.01528318849
influenza, genome 122	13365	1.0	1.0	1.6760194538	1.6760194538
influenza, genome 122 (rc)	13365	1.0	1.0	1.6760194538	1.6760194538
influenza, genome 123	13324	1.0	1.0	1.99639747823	1.99639747823
influenza, genome 123 (rc)	13324	1.0	1.0	1.99639747823	1.99639747823
influenza, genome 124	13431	1.0	1.0	2.53145707691	2.53145707691
influenza, genome 124 (rc)	13431	1.0	1.0	2.53145707691	2.53145707691
influenza, genome 125	13417	1.0	1.0	2.52664530074	2.52664530074
influenza, genome 125 (rc)	13417	1.0	1.0	2.52664530074	2.52664530074
influenza, genome 126	13324	1.0	1.0	1.94386070249	1.94386070249
influenza, genome 126 (rc)	13324	1.0	1.0	1.94386070249	1.94386070249
influenza, genome 127	13510	1.0	1.0	2.87934863064	2.87934863064
influenza, genome 127 (rc)	13510	1.0	1.0	2.87934863064	2.87934863064
influenza, genome 128	13103	1.0	1.0	2.3963977715	2.3963977715
influenza, genome 128 (rc)	13103	1.0	1.0	2.3963977715	2.3963977715
influenza, genome 129	13194	1.0	1.00007579777	2.70577535243	2.70598044417
influenza, genome 129 (rc)	13194	1.0	1.00007579777	2.70577535243	2.70598044417
influenza, genome 130	13489	1.0	1.0	3.07658091778	3.07658091778
influenza, genome 130 (rc)	13489	1.0	1.0	3.07658091778	3.07658091778
influenza, genome 131	14108	1.0	1.0	1.43181173802	1.43181173802
influenza, genome 131 (rc)	14108	1.0	1.0	1.43181173802	1.43181173802
influenza, genome 132	13268	1.0	1.0	2.30630087428	2.30630087428
influenza, genome 132 (rc)	13268	1.0	1.0	2.30630087428	2.30630087428
influenza, genome 133	13177	1.0	1.0	2.03384685437	2.03384685437
influenza, genome 133 (rc)	13177	1.0	1.0	2.03384685437	2.03384685437
influenza, genome 134	13198	1.0	1.0000757748	2.87922412487	2.87944229749
influenza, genome 134 (rc)	13198	1.0	1.0000757748	2.87922412487	2.87944229749
influenza, genome 135	13510	1.0	1.0	3.16802368616	3.16802368616
influenza, genome 135 (rc)	13510	1.0	1.0	3.16802368616	3.16802368616
influenza, genome 136	13348	1.0	1.0	1.98531615223	1.98531615223
influenza, genome 136 (rc)	13348	1.0	1.0	1.98531615223	1.98531615223
influenza, genome 137	13191	1.0	1.00007581501	2.62300053066	2.62319939348
influenza, genome 137 (rc)	13191	1.0	1.00007581501	2.62300053066	2.62319939348
influenza, genome 138	13103	1.0	1.0	2.47271617187	2.47271617187
influenza, genome 138 (rc)	13103	1.0	1.0	2.47271617187	2.47271617187
influenza, genome 139	13353	1.0	1.0	1.99955066277	1.99955066277
influenza, genome 139 (rc)	13353	1.0	1.0	1.99955066277	1.99955066277
influenza, genome 140	13387	1.0	1.0	2.57712706357	2.57712706357
influenza, genome 140 (rc)	13387	1.0	1.0	2.57712706357	2.57712706357
influenza, genome 141	13353	1.0	1.0	2.02201752415	2.02201752415
influenza, genome 141 (rc)	13353	1.0	1.0	2.02201752415	2.02201752415
influenza, genome 142	14212	1.0	1.0	1.51280607937	1.51280607937
influenza, genome 142 (rc)	14212	1.0	1.0	1.51280607937	1.51280607937
influenza, genome 143	13353	1.0	1.0	2.02950647795	2.02950647795
influenza, genome 143 (rc)	13353	1.0	1.0	2.02950647795	2.02950647795
influenza, genome 144	13353	1.0	1.0	2.03699543174	2.03699543174
influenza, genome 144 (rc)	13353	1.0	1.0	2.03699543174	2.03699543174
influenza, genome 145	13271	1.0	1.0	1.91394770552	1.91394770552
influenza, genome 145 (rc)	13271	1.0	1.0	1.91394770552	1.91394770552
influenza, genome 146	13354	1.0	1.0	2.02935450052	2.02935450052
influenza, genome 146 (rc)	13354	1.0	1.0	2.02935450052	2.02935450052
influenza, genome 147	13393	1.0	1.0	2.09064436646	2.09064436646
influenza, genome 147 (rc)	13393	1.0	1.0	2.09064436646	2.09064436646
influenza, genome 148	13417	1.0	1.0	2.52664530074	2.52664530074
influenza, genome 148 (rc)	13417	1.0	1.0	2.52664530074	2.52664530074
influenza, genome 149	13370	1.0	1.0	2.05684367988	2.05684367988
influenza, genome 149 (rc)	13370	1.0	1.0	2.05684367988	2.05684367988
influenza, genome 150	13360	1.0	1.0	1.65419161677	1.65419161677
influenza, genome 150 (rc)	13360	1.0	1.0	1.65419161677	1.65419161677
influenza, genome 151	13510	1.0	1.0	2.99037749815	2.99037749815
influenza, genome 151 (rc)	13510	1.0	1.0	2.99037749815	2.99037749815
influenza, genome 152	13433	1.0	1.0	2.60552371027	2.60552371027
influenza, genome 152 (rc)	13433	1.0	1.0	2.60552371027	2.60552371027
influenza, genome 153	13348	1.0	1.0	1.94785735691	1.94785735691
influenza, genome 153 (rc)	13348	1.0	1.0	1.94785735691	1.94785735691
influenza, genome 154	13340	1.0	1.0	2.00899550225	2.00899550225
influenza, genome 154 (rc)	13340	1.0	1.0	2.00899550225	2.00899550225
influenza, genome 155	13353	1.0	1.0	2.02201752415	2.02201752415
influenza, genome 155 (rc)	13353	1.0	1.0	2.02201752415	2.02201752415
influenza, genome 156	13103	1.0	1.0	2.41929329161	2.41929329161
influenza, genome 156 (rc)	13103	1.0	1.0	2.41929329161	2.41929329161
influenza, genome 157	13197	1.0	1.0	2.84913237857	2.84913237857
influenza, genome 157 (rc)	13197	1.0	1.0	2.84913237857	2.84913237857
influenza, genome 158	13489	1.0	1.0	3.03951367781	3.03951367781
influenza, genome 158 (rc)	13489	1.0	1.0	3.03951367781	3.03951367781
influenza, genome 159	13138	1.0	1.00007612088	1.65169736642	1.65182309507
influenza, genome 159 (rc)	13138	1.0	1.00007612088	1.65169736642	1.65182309507
influenza, genome 160	13339	1.0	1.0	2.0091461129	2.0091461129
influenza, genome 160 (rc)	13339	1.0	1.0	2.0091461129	2.0091461129
influenza, genome 161	13288	1.0	1.0	2.53612281758	2.53612281758
influenza, genome 161 (rc)	13288	1.0	1.0	2.53612281758	2.53612281758
influenza, genome 162	13324	1.0	1.0	1.96637646352	1.96637646352
influenza, genome 162 (rc)	13324	1.0	1.0	1.96637646352	1.96637646352
influenza, genome 163	13133	1.0	1.0	2.78687276327	2.78687276327
influenza, genome 163 (rc)	13133	1.0	1.0	2.78687276327	2.78687276327
influenza, genome 164	13133	1.0	1.00007614986	2.21579227899	2.21596101127
influenza, genome 164 (rc)	13133	1.0	1.00007614986	2.21579227899	2.21596101127
influenza, genome 165	13353	1.0	1.0	1.99206170898	1.99206170898
influenza, genome 165 (rc)	13353	1.0	1.0	1.99206170898	1.99206170898
influenza, genome 166	13103	1.0	1.0	2.37350225139	2.37350225139
influenza, genome 166 (rc)	13103	1.0	1.0	2.37350225139	2.37350225139
influenza, genome 167	13135	1.0	1.00007613827	2.48953178531	2.48972133394
influenza, genome 167 (rc)	13135	1.0	1.00007613827	2.48953178531	2.48972133394
influenza, genome 168	13371	1.0	1.0	1.97442225712	1.97442225712
influenza, genome 168 (rc)	13371	1.0	1.0	1.97442225712	1.97442225712
influenza, genome 169	13353	1.0	1.0	2.01452857036	2.01452857036
influenza, genome 169 (rc)	13353	1.0	1.0	2.01452857036	2.01452857036
influenza, genome 170	13430	1.0	1.0	2.13700670141	2.13700670141
influenza, genome 170 (rc)	13430	1.0	1.0	2.13700670141	2.13700670141
influenza, genome 171	13348	1.0	1.0	2.01528318849	2.01528318849
influenza, genome 171 (rc)	13348	1.0	1.0	2.01528318849	2.01528318849
influenza, genome 172	13353	1.0	1.0	2.01452857036	2.01452857036
influenza, genome 172 (rc)	13353	1.0	1.0	2.01452857036	2.01452857036
influenza, genome 173	13113	1.0	1.00007626602	2.43270037367	2.43288590604
influenza, genome 173 (rc)	13113	1.0	1.00007626602	2.43270037367	2.43288590604
influenza, genome 174	13071	1.0	1.0	2.32575931451	2.32575931451
influenza, genome 174 (rc)	13071	1.0	1.0	2.32575931451	2.32575931451
influenza, genome 175	13353	1.0	1.0	2.02201752415	2.02201752415
influenza, genome 175 (rc)	13353	1.0	1.0	2.02201752415	2.02201752415
influenza, genome 176	13109	1.0	1.0	2.31901746891	2.31901746891
influenza, genome 176 (rc)	13109	1.0	1.0	2.31901746891	2.31901746891
influenza, genome 177	13133	1.0	1.0	1.79699992386	1.79699992386
influenza, genome 177 (rc)	13133	1.0	1.0	1.79699992386	1.79699992386
influenza, genome 178	13348	1.0	1.0	2.00779142943	2.00779142943
influenza, genome 178 (rc)	13348	1.0	1.0	2.00779142943	2.00779142943
influenza, genome 179	13067	1.0	1.0	1.3622101477	1.3622101477
influenza, genome 179 (rc)	13067	1.0	1.0	1.3622101477	1.3622101477
influenza, genome 180	13195	1.0	1.00015159554	2.72830617658	2.72871977564
influenza, genome 180 (rc)	13195	1.0	1.00015159554	2.72830617658	2.72871977564
influenza, genome 181	13489	1.0	1.0	3.02468678182	3.02468678182
influenza, genome 181 (rc)	13489	1.0	1.0	3.02468678182	3.02468678182
influenza, genome 182	13130	1.0	1.0	2.17821782178	2.17821782178
influenza, genome 182 (rc)	13130	1.0	1.0	2.17821782178	2.17821782178
influenza, genome 183	13245	1.0	1.0	2.31785579464	2.31785579464
influenza, genome 183 (rc)	13245	1.0	1.0	2.31785579464	2.31785579464
influenza, genome 184	14212	1.0	1.0	1.51280607937	1.51280607937
influenza, genome 184 (rc)	14212	1.0	1.0	1.51280607937	1.51280607937
influenza, genome 185	13410	1.0	1.0	2.76659209545	2.76659209545
influenza, genome 185 (rc)	13410	1.0	1.0	2.76659209545	2.76659209545
influenza, genome 186	13489	1.0	1.0	3.09882126177	3.09882126177
influenza, genome 186 (rc)	13489	1.0	1.0	3.09882126177	3.09882126177
influenza, genome 187	13387	1.0	1.0	2.57712706357	2.57712706357
influenza, genome 187 (rc)	13387	1.0	1.0	2.57712706357	2.57712706357
influenza, genome 188	13510	1.0	1.0	2.80532938564	2.80532938564
influenza, genome 188 (rc)	13510	1.0	1.0	2.80532938564	2.80532938564
