Genome	Num bases covered	Frac bases covered	Frac bases covered over unambig	Average coverage/depth	Average coverage/depth over unambig
rhabdovirus, genome 18 (rc)	11821	1.0	1.0	1.92031131038	1.92031131038
rhabdovirus, genome 19	11923	1.0	1.0	1.88710894909	1.88710894909
rhabdovirus, genome 19 (rc)	11923	1.0	1.0	1.88710894909	1.88710894909
rhabdovirus, genome 20	11802	1.0	1.0	1.91492967294	1.91492967294
rhabdovirus, genome 20 (rc)	11802	1.0	1.0	1.91492967294	1.91492967294
rhabdovirus, genome 21	11883	1.0	1.0	1.36329209796	1.36329209796
rhabdovirus, genome 21 (rc)	11883	1.0	1.0	1.36329209796	1.36329209796
rhabdovirus, genome 22	11899	1.0	1.0	1.35305487856	1.35305487856
rhabdovirus, genome 22 (rc)	11899	1.0	1.0	1.35305487856	1.35305487856
rhabdovirus, genome 23	11925	1.0	1.0	2.0964360587	2.0964360587
rhabdovirus, genome 23 (rc)	11925	1.0	1.0	2.0964360587	2.0964360587
rhabdovirus, genome 24	11923	1.0	1.0	1.40904134865	1.40904134865
rhabdovirus, genome 24 (rc)	11923	1.0	1.0	1.40904134865	1.40904134865
rhabdovirus, genome 25	11925	1.0	1.0	1.45073375262	1.45073375262
rhabdovirus, genome 25 (rc)	11925	1.0	1.0	1.45073375262	1.45073375262
rhabdovirus, genome 26	11922	1.0	1.00008388558	1.50142593525	1.50155188323
rhabdovirus, genome 26 (rc)	11922	1.0	1.00008388558	1.50142593525	1.50155188323
rhabdovirus, genome 27	11923	1.0	1.0	1.9374318544	1.9374318544
rhabdovirus, genome 27 (rc)	11923	1.0	1.0	1.9374318544	1.9374318544
rhabdovirus, genome 28	11923	1.0	1.0	1.17420112388	1.17420112388
rhabdovirus, genome 28 (rc)	11923	1.0	1.0	1.17420112388	1.17420112388
rhabdovirus, genome 29	11923	1.0	1.0	1.23291118007	1.23291118007
rhabdovirus, genome 29 (rc)	11923	1.0	1.0	1.23291118007	1.23291118007
rhabdovirus, genome 30	11923	1.0	1.0	1.19936257653	1.19936257653
rhabdovirus, genome 30 (rc)	11923	1.0	1.0	1.19936257653	1.19936257653
rhabdovirus, genome 31	11922	1.0	1.0	1.99630934407	1.99630934407
rhabdovirus, genome 31 (rc)	11922	1.0	1.0	1.99630934407	1.99630934407
rhabdovirus, genome 32	11922	1.0	1.0	1.99630934407	1.99630934407
rhabdovirus, genome 32 (rc)	11922	1.0	1.0	1.99630934407	1.99630934407
rhabdovirus, genome 33	11925	1.0	1.0	1.35849056604	1.35849056604
rhabdovirus, genome 33 (rc)	11925	1.0	1.0	1.35849056604	1.35849056604
rhabdovirus, genome 34	11923	1.0	1.0	1.00645810618	1.00645810618
rhabdovirus, genome 34 (rc)	11923	1.0	1.0	1.00645810618	1.00645810618
rhabdovirus, genome 35	11923	1.0	1.0	1.00645810618	1.00645810618
rhabdovirus, genome 35 (rc)	11923	1.0	1.0	1.00645810618	1.00645810618
rhabdovirus, genome 36	11930	1.0	1.0	1.49203688181	1.49203688181
rhabdovirus, genome 36 (rc)	11930	1.0	1.0	1.49203688181	1.49203688181
rhabdovirus, genome 37	11922	1.0	1.0	1.89565509143	1.89565509143
rhabdovirus, genome 37 (rc)	11922	1.0	1.0	1.89565509143	1.89565509143
rhabdovirus, genome 38	11925	1.0	1.0	1.50943396226	1.50943396226
rhabdovirus, genome 38 (rc)	11925	1.0	1.0	1.50943396226	1.50943396226
rhabdovirus, genome 39	11922	1.0	1.0	2.00469719846	2.00469719846
rhabdovirus, genome 39 (rc)	11922	1.0	1.0	2.00469719846	2.00469719846
rhabdovirus, genome 40	11821	1.0	1.0	1.92877083157	1.92877083157
rhabdovirus, genome 40 (rc)	11821	1.0	1.0	1.92877083157	1.92877083157
rhabdovirus, genome 41	11824	1.0	1.0	1.86907983762	1.86907983762
rhabdovirus, genome 41 (rc)	11824	1.0	1.0	1.86907983762	1.86907983762
rhabdovirus, genome 42	11924	1.0	1.0	1.12378396511	1.12378396511
rhabdovirus, genome 42 (rc)	11924	1.0	1.0	1.12378396511	1.12378396511
rhabdovirus, genome 43	11923	1.0	1.0	1.35033129246	1.35033129246
rhabdovirus, genome 43 (rc)	11923	1.0	1.0	1.35033129246	1.35033129246
rhabdovirus, genome 44	11922	1.0	1.0	1.7195101493	1.7195101493
rhabdovirus, genome 44 (rc)	11922	1.0	1.0	1.7195101493	1.7195101493
rhabdovirus, genome 45	11922	1.0	1.0	1.99630934407	1.99630934407
rhabdovirus, genome 45 (rc)	11922	1.0	1.0	1.99630934407	1.99630934407
rhabdovirus, genome 46	11922	1.0	1.0	1.96275792652	1.96275792652
rhabdovirus, genome 46 (rc)	11922	1.0	1.0	1.96275792652	1.96275792652
rhabdovirus, genome 47	11927	1.0	1.0	1.78586400604	1.78586400604
rhabdovirus, genome 47 (rc)	11927	1.0	1.0	1.78586400604	1.78586400604
rhabdovirus, genome 48	11928	1.0	1.0	1.17370892019	1.17370892019
rhabdovirus, genome 48 (rc)	11928	1.0	1.0	1.17370892019	1.17370892019
rhabdovirus, genome 49	11924	1.0	1.0	1.46762831265	1.46762831265
rhabdovirus, genome 49 (rc)	11924	1.0	1.0	1.46762831265	1.46762831265
rhabdovirus, genome 50	11928	1.0	1.0	1.29946344735	1.29946344735
rhabdovirus, genome 50 (rc)	11928	1.0	1.0	1.29946344735	1.29946344735
rhabdovirus, genome 51	11924	1.0	1.00016775709	1.46762831265	1.4678745177
rhabdovirus, genome 51 (rc)	11924	1.0	1.00016775709	1.46762831265	1.4678745177
rhabdovirus, genome 52	11922	1.0	1.0	1.54336520718	1.54336520718
rhabdovirus, genome 52 (rc)	11922	1.0	1.0	1.54336520718	1.54336520718
rhabdovirus, genome 53	11924	1.0	1.0	1.43408252264	1.43408252264
rhabdovirus, genome 53 (rc)	11924	1.0	1.0	1.43408252264	1.43408252264
rhabdovirus, genome 54	11923	1.0	1.0	1.44258995219	1.44258995219
rhabdovirus, genome 54 (rc)	11923	1.0	1.0	1.44258995219	1.44258995219
rhabdovirus, genome 55	11924	1.0	1.0	1.30828581013	1.30828581013
rhabdovirus, genome 55 (rc)	11924	1.0	1.0	1.30828581013	1.30828581013
rhabdovirus, genome 56	11925	1.0	1.0	1.30817610063	1.30817610063
rhabdovirus, genome 56 (rc)	11925	1.0	1.0	1.30817610063	1.30817610063
rhabdovirus, genome 57	11923	1.0	1.0	1.56001006458	1.56001006458
rhabdovirus, genome 57 (rc)	11923	1.0	1.0	1.56001006458	1.56001006458
rhabdovirus, genome 58	11856	1.0	1.0	1.04588394062	1.04588394062
rhabdovirus, genome 58 (rc)	11856	1.0	1.0	1.04588394062	1.04588394062
rhabdovirus, genome 59	11928	1.0	1.0	1.18209255533	1.18209255533
rhabdovirus, genome 59 (rc)	11928	1.0	1.0	1.18209255533	1.18209255533
rhabdovirus, genome 60	11922	1.0	1.0	1.81177654756	1.81177654756
rhabdovirus, genome 60 (rc)	11922	1.0	1.0	1.81177654756	1.81177654756
rhabdovirus, genome 61	11922	1.0	1.0	1.92920650898	1.92920650898
rhabdovirus, genome 61 (rc)	11922	1.0	1.0	1.92920650898	1.92920650898
rhabdovirus, genome 62	11923	1.0	1.0	1.30000838715	1.30000838715
rhabdovirus, genome 62 (rc)	11923	1.0	1.0	1.30000838715	1.30000838715
rhabdovirus, genome 63	11923	1.0	1.0	1.14065252034	1.14065252034
rhabdovirus, genome 63 (rc)	11923	1.0	1.0	1.14065252034	1.14065252034
rhabdovirus, genome 64	11923	1.0	1.0	1.20774972742	1.20774972742
rhabdovirus, genome 64 (rc)	11923	1.0	1.0	1.20774972742	1.20774972742
rhabdovirus, genome 65	11922	1.0	1.0	1.50142593525	1.50142593525
rhabdovirus, genome 65 (rc)	11922	1.0	1.0	1.50142593525	1.50142593525
rhabdovirus, genome 66	11924	1.0	1.0	1.50956055015	1.50956055015
rhabdovirus, genome 66 (rc)	11924	1.0	1.0	1.50956055015	1.50956055015
rhabdovirus, genome 67	11924	1.0	1.0	1.51794699765	1.51794699765
rhabdovirus, genome 67 (rc)	11924	1.0	1.0	1.51794699765	1.51794699765
rhabdovirus, genome 68	11924	1.0	1.0	1.50956055015	1.50956055015
rhabdovirus, genome 68 (rc)	11924	1.0	1.0	1.50956055015	1.50956055015
rhabdovirus, genome 69	11924	1.0	1.0	1.50117410265	1.50117410265
rhabdovirus, genome 69 (rc)	11924	1.0	1.0	1.50117410265	1.50117410265
rhabdovirus, genome 70	11923	1.0	1.0	1.44258995219	1.44258995219
rhabdovirus, genome 70 (rc)	11923	1.0	1.0	1.44258995219	1.44258995219
rhabdovirus, genome 71	11924	1.0	1.0	1.49278765515	1.49278765515
rhabdovirus, genome 71 (rc)	11924	1.0	1.0	1.49278765515	1.49278765515
rhabdovirus, genome 72	11922	1.0	1.0	1.95437007214	1.95437007214
rhabdovirus, genome 72 (rc)	11922	1.0	1.0	1.95437007214	1.95437007214
rhabdovirus, genome 73	11922	1.0	1.0	1.13236034222	1.13236034222
rhabdovirus, genome 73 (rc)	11922	1.0	1.0	1.13236034222	1.13236034222
rhabdovirus, genome 74	11908	1.0	1.0	1.17568021498	1.17568021498
rhabdovirus, genome 74 (rc)	11908	1.0	1.0	1.17568021498	1.17568021498
rhabdovirus, genome 75	11924	1.0	1.0	1.52633344515	1.52633344515
rhabdovirus, genome 75 (rc)	11924	1.0	1.0	1.52633344515	1.52633344515
rhabdovirus, genome 76	11924	1.0	1.0	1.44246897014	1.44246897014
rhabdovirus, genome 76 (rc)	11924	1.0	1.0	1.44246897014	1.44246897014
rhabdovirus, genome 77	11925	1.0	1.0	1.55974842767	1.55974842767
rhabdovirus, genome 77 (rc)	11925	1.0	1.0	1.55974842767	1.55974842767
rhabdovirus, genome 78	11925	1.0	1.0	1.55974842767	1.55974842767
rhabdovirus, genome 78 (rc)	11925	1.0	1.0	1.55974842767	1.55974842767
rhabdovirus, genome 79	11923	1.0	1.0	1.4929128575	1.4929128575
rhabdovirus, genome 79 (rc)	11923	1.0	1.0	1.4929128575	1.4929128575
rhabdovirus, genome 80	11924	1.0	1.0	1.52633344515	1.52633344515
rhabdovirus, genome 80 (rc)	11924	1.0	1.0	1.52633344515	1.52633344515
rhabdovirus, genome 81	11927	1.0	1.0	1.88647606271	1.88647606271
rhabdovirus, genome 81 (rc)	11927	1.0	1.0	1.88647606271	1.88647606271
rhabdovirus, genome 82	11927	1.0	1.0	1.86132304855	1.86132304855
rhabdovirus, genome 82 (rc)	11927	1.0	1.0	1.86132304855	1.86132304855
rhabdovirus, genome 83	11923	1.0	1.0	1.35871844334	1.35871844334
rhabdovirus, genome 83 (rc)	11923	1.0	1.0	1.35871844334	1.35871844334
rhabdovirus, genome 84	11925	1.0	1.0	1.46750524109	1.46750524109
rhabdovirus, genome 84 (rc)	11925	1.0	1.0	1.46750524109	1.46750524109
rhabdovirus, genome 85	11925	1.0	1.0	1.50104821803	1.50104821803
rhabdovirus, genome 85 (rc)	11925	1.0	1.0	1.50104821803	1.50104821803
rhabdovirus, genome 86	11863	1.0	1.0	1.95566045688	1.95566045688
rhabdovirus, genome 86 (rc)	11863	1.0	1.0	1.95566045688	1.95566045688
rhabdovirus, genome 87	11924	1.0	1.0	1.50117410265	1.50117410265
rhabdovirus, genome 87 (rc)	11924	1.0	1.0	1.50117410265	1.50117410265
rhabdovirus, genome 88	11924	1.0	1.0	1.67728950017	1.67728950017
rhabdovirus, genome 88 (rc)	11924	1.0	1.0	1.67728950017	1.67728950017
rhabdovirus, genome 89	11923	1.0	1.0	1.14903967122	1.14903967122
rhabdovirus, genome 89 (rc)	11923	1.0	1.0	1.14903967122	1.14903967122
rhabdovirus, genome 90	11924	1.0	1.0	1.24958067762	1.24958067762
rhabdovirus, genome 90 (rc)	11924	1.0	1.0	1.24958067762	1.24958067762
rhabdovirus, genome 91	11927	1.0	1.0	1.95355076717	1.95355076717
rhabdovirus, genome 91 (rc)	11927	1.0	1.0	1.95355076717	1.95355076717
rhabdovirus, genome 92	11932	1.0	1.0	1.79349648005	1.79349648005
rhabdovirus, genome 92 (rc)	11932	1.0	1.0	1.79349648005	1.79349648005
rhabdovirus, genome 93	11932	1.0	1.00008381527	1.80187730473	1.80202832956
rhabdovirus, genome 93 (rc)	11932	1.0	1.00008381527	1.80187730473	1.80202832956
rhabdovirus, genome 94	11931	1.0	1.0000838223	1.77688374822	1.7770326907
rhabdovirus, genome 94 (rc)	11931	1.0	1.0000838223	1.77688374822	1.7770326907
rhabdovirus, genome 95	11923	1.0	1.0	1.47613855573	1.47613855573
rhabdovirus, genome 95 (rc)	11923	1.0	1.0	1.47613855573	1.47613855573
rhabdovirus, genome 96	11923	1.0	1.0	1.44258995219	1.44258995219
rhabdovirus, genome 96 (rc)	11923	1.0	1.0	1.44258995219	1.44258995219
rhabdovirus, genome 97	11924	1.0	1.0	1.49278765515	1.49278765515
rhabdovirus, genome 97 (rc)	11924	1.0	1.0	1.49278765515	1.49278765515
rhabdovirus, genome 98	11924	1.0	1.0	1.44246897014	1.44246897014
rhabdovirus, genome 98 (rc)	11924	1.0	1.0	1.44246897014	1.44246897014
rhabdovirus, genome 99	11924	1.0	1.0	1.50956055015	1.50956055015
rhabdovirus, genome 99 (rc)	11924	1.0	1.0	1.50956055015	1.50956055015
rhabdovirus, genome 100	11923	1.0	1.0	1.16581397299	1.16581397299
rhabdovirus, genome 100 (rc)	11923	1.0	1.0	1.16581397299	1.16581397299
rhabdovirus, genome 101	11910	1.0	1.0	1.09991603694	1.09991603694
rhabdovirus, genome 101 (rc)	11910	1.0	1.0	1.09991603694	1.09991603694
rhabdovirus, genome 102	11922	1.0	1.0	1.20785103171	1.20785103171
rhabdovirus, genome 102 (rc)	11922	1.0	1.0	1.20785103171	1.20785103171
rhabdovirus, genome 103	11924	1.0	1.0	1.45924186515	1.45924186515
rhabdovirus, genome 103 (rc)	11924	1.0	1.0	1.45924186515	1.45924186515
rhabdovirus, genome 104	11925	1.0	1.0	2.05450733753	2.05450733753
rhabdovirus, genome 104 (rc)	11925	1.0	1.0	2.05450733753	2.05450733753
rhabdovirus, genome 105	11925	1.0	1.0	2.18867924528	2.18867924528
rhabdovirus, genome 105 (rc)	11925	1.0	1.0	2.18867924528	2.18867924528
rhabdovirus, genome 106	11924	1.0	1.0	2.18047635022	2.18047635022
rhabdovirus, genome 106 (rc)	11924	1.0	1.0	2.18047635022	2.18047635022
rhabdovirus, genome 107	11711	1.0	1.0	2.07497224831	2.07497224831
rhabdovirus, genome 107 (rc)	11711	1.0	1.0	2.07497224831	2.07497224831
rhabdovirus, genome 108	11923	1.0	1.0	1.44258995219	1.44258995219
rhabdovirus, genome 108 (rc)	11923	1.0	1.0	1.44258995219	1.44258995219
rhabdovirus, genome 109	11922	1.0	1.0	1.57691662473	1.57691662473
rhabdovirus, genome 109 (rc)	11922	1.0	1.0	1.57691662473	1.57691662473
rhabdovirus, genome 110	11923	1.0	1.0	1.39226704688	1.39226704688
rhabdovirus, genome 110 (rc)	11923	1.0	1.0	1.39226704688	1.39226704688
rhabdovirus, genome 111	11926	1.0	1.0	1.3248364917	1.3248364917
rhabdovirus, genome 111 (rc)	11926	1.0	1.0	1.3248364917	1.3248364917
rhabdovirus, genome 112	11926	1.0	1.0	1.30806640953	1.30806640953
rhabdovirus, genome 112 (rc)	11926	1.0	1.0	1.30806640953	1.30806640953
rhabdovirus, genome 113	11615	1.0	1.0	1.98880757641	1.98880757641
rhabdovirus, genome 113 (rc)	11615	1.0	1.0	1.98880757641	1.98880757641
rhabdovirus, genome 114	11923	1.0	1.0	1.45097710308	1.45097710308
rhabdovirus, genome 114 (rc)	11923	1.0	1.0	1.45097710308	1.45097710308
rhabdovirus, genome 115	11908	1.0	1.0	1.17568021498	1.17568021498
rhabdovirus, genome 115 (rc)	11908	1.0	1.0	1.17568021498	1.17568021498
rhabdovirus, genome 116	11922	1.0	1.0	1.4678745177	1.4678745177
rhabdovirus, genome 116 (rc)	11922	1.0	1.0	1.4678745177	1.4678745177
rhabdovirus, genome 117	11922	1.0	1.0	1.45948666331	1.45948666331
rhabdovirus, genome 117 (rc)	11922	1.0	1.0	1.45948666331	1.45948666331
rhabdovirus, genome 118	11923	1.0	1.0	1.40065419777	1.40065419777
rhabdovirus, genome 118 (rc)	11923	1.0	1.0	1.40065419777	1.40065419777
rhabdovirus, genome 119	11922	1.0	1.0	1.4007716826	1.4007716826
rhabdovirus, genome 119 (rc)	11922	1.0	1.0	1.4007716826	1.4007716826
rhabdovirus, genome 120	11924	1.0	1.0	1.14894330761	1.14894330761
rhabdovirus, genome 120 (rc)	11924	1.0	1.0	1.14894330761	1.14894330761
rhabdovirus, genome 121	11923	1.0	1.0	1.12387821857	1.12387821857
rhabdovirus, genome 121 (rc)	11923	1.0	1.0	1.12387821857	1.12387821857
rhabdovirus, genome 122	11925	1.0	1.0	1.5429769392	1.5429769392
rhabdovirus, genome 122 (rc)	11925	1.0	1.0	1.5429769392	1.5429769392
rhabdovirus, genome 123	11923	1.0	1.0	1.12387821857	1.12387821857
rhabdovirus, genome 123 (rc)	11923	1.0	1.0	1.12387821857	1.12387821857
rhabdovirus, genome 124	11869	1.0	1.0	1.83671749937	1.83671749937
rhabdovirus, genome 124 (rc)	11869	1.0	1.0	1.83671749937	1.83671749937
rhabdovirus, genome 125	11923	1.0	1.0	1.73614023316	1.73614023316
rhabdovirus, genome 125 (rc)	11923	1.0	1.0	1.73614023316	1.73614023316
rhabdovirus, genome 126	11925	1.0	1.0	1.88679245283	1.88679245283
rhabdovirus, genome 126 (rc)	11925	1.0	1.0	1.88679245283	1.88679245283
rhabdovirus, genome 127	11926	1.0	1.0	1.79439879255	1.79439879255
rhabdovirus, genome 127 (rc)	11926	1.0	1.0	1.79439879255	1.79439879255
rhabdovirus, genome 128	11926	1.0	1.0	1.87824920342	1.87824920342
rhabdovirus, genome 128 (rc)	11926	1.0	1.0	1.87824920342	1.87824920342
rhabdovirus, genome 129	11924	1.0	1.0	1.41730962764	1.41730962764
rhabdovirus, genome 129 (rc)	11924	1.0	1.0	1.41730962764	1.41730962764
rhabdovirus, genome 130	11928	1.0	1.0	1.35814889336	1.35814889336
rhabdovirus, genome 130 (rc)	11928	1.0	1.0	1.35814889336	1.35814889336
rhabdovirus, genome 131	11922	1.0	1.0	1.89565509143	1.89565509143
rhabdovirus, genome 131 (rc)	11922	1.0	1.0	1.89565509143	1.89565509143
rhabdovirus, genome 132	11924	1.0	1.0	1.32505870513	1.32505870513
rhabdovirus, genome 132 (rc)	11924	1.0	1.0	1.32505870513	1.32505870513
rhabdovirus, genome 133	11821	1.0	1.0	1.85263514085	1.85263514085
rhabdovirus, genome 133 (rc)	11821	1.0	1.0	1.85263514085	1.85263514085
rhabdovirus, genome 134	11817	1.0	1.0	1.8447998646	1.8447998646
rhabdovirus, genome 134 (rc)	11817	1.0	1.0	1.8447998646	1.8447998646
rhabdovirus, genome 135	11817	1.0	1.0	1.8447998646	1.8447998646
rhabdovirus, genome 135 (rc)	11817	1.0	1.0	1.8447998646	1.8447998646
rhabdovirus, genome 136	11922	1.0	1.0	1.24140244925	1.24140244925
rhabdovirus, genome 136 (rc)	11922	1.0	1.0	1.24140244925	1.24140244925
rhabdovirus, genome 137	11928	1.0	1.0	1.32461435278	1.32461435278
rhabdovirus, genome 137 (rc)	11928	1.0	1.0	1.32461435278	1.32461435278
rhabdovirus, genome 138	11928	1.0	1.0	1.33299798793	1.33299798793
rhabdovirus, genome 138 (rc)	11928	1.0	1.0	1.33299798793	1.33299798793
rhabdovirus, genome 139	11723	1.0	1.0	1.90224345304	1.90224345304
rhabdovirus, genome 139 (rc)	11723	1.0	1.0	1.90224345304	1.90224345304
rhabdovirus, genome 140	11932	1.0	1.0	1.79349648005	1.79349648005
rhabdovirus, genome 140 (rc)	11932	1.0	1.0	1.79349648005	1.79349648005
rhabdovirus, genome 141	11923	1.0	1.0	1.41742849954	1.41742849954
rhabdovirus, genome 141 (rc)	11923	1.0	1.0	1.41742849954	1.41742849954
rhabdovirus, genome 142	11923	1.0	1.0	1.41742849954	1.41742849954
rhabdovirus, genome 142 (rc)	11923	1.0	1.0	1.41742849954	1.41742849954
rhabdovirus, genome 143	11923	1.0	1.0	1.09871676591	1.09871676591
rhabdovirus, genome 143 (rc)	11923	1.0	1.0	1.09871676591	1.09871676591
rhabdovirus, genome 144	11923	1.0	1.00058744545	1.08194246414	1.08257804632
rhabdovirus, genome 144 (rc)	11923	1.0	1.00058744545	1.08194246414	1.08257804632
rhabdovirus, genome 145	11923	1.0	1.00033559862	1.09032961503	1.09069552815
rhabdovirus, genome 145 (rc)	11923	1.0	1.00033559862	1.09032961503	1.09069552815
rhabdovirus, genome 146	11924	1.0	1.0	1.13217041261	1.13217041261
rhabdovirus, genome 146 (rc)	11924	1.0	1.0	1.13217041261	1.13217041261
rhabdovirus, genome 147	11931	1.0	1.0000838223	1.76012069399	1.76026823135
rhabdovirus, genome 147 (rc)	11931	1.0	1.0000838223	1.76012069399	1.76026823135
rhabdovirus, genome 148	11933	1.0	1.0	1.77658593815	1.77658593815
rhabdovirus, genome 148 (rc)	11933	1.0	1.0	1.77658593815	1.77658593815
rhabdovirus, genome 149	11926	1.0	1.0	1.62669797082	1.62669797082
rhabdovirus, genome 149 (rc)	11926	1.0	1.0	1.62669797082	1.62669797082
rhabdovirus, genome 150	11634	1.0	1.0	1.94258208699	1.94258208699
rhabdovirus, genome 150 (rc)	11634	1.0	1.0	1.94258208699	1.94258208699
rhabdovirus, genome 151	10015	1.0	1.0	1.95706440339	1.95706440339
rhabdovirus, genome 151 (rc)	10015	1.0	1.0	1.95706440339	1.95706440339
rhabdovirus, genome 152	11923	1.0	1.0	1.12387821857	1.12387821857
rhabdovirus, genome 152 (rc)	11923	1.0	1.0	1.12387821857	1.12387821857
rhabdovirus, genome 153	11796	1.0	1.0	2.01763309596	2.01763309596
rhabdovirus, genome 153 (rc)	11796	1.0	1.0	2.01763309596	2.01763309596
rhabdovirus, genome 154	11799	1.0	1.0	2.12729892364	2.12729892364
rhabdovirus, genome 154 (rc)	11799	1.0	1.0	2.12729892364	2.12729892364
rhabdovirus, genome 155	11798	1.0	1.00008476731	2.12747923377	2.12765957447
rhabdovirus, genome 155 (rc)	11798	1.0	1.00008476731	2.12747923377	2.12765957447
rhabdovirus, genome 156	11798	1.0	1.0	2.13595524665	2.13595524665
rhabdovirus, genome 156 (rc)	11798	1.0	1.0	2.13595524665	2.13595524665
rhabdovirus, genome 157	11932	1.0	1.0	1.65102246061	1.65102246061
rhabdovirus, genome 157 (rc)	11932	1.0	1.0	1.65102246061	1.65102246061
rhabdovirus, genome 158	11924	1.0	1.0	1.40892318014	1.40892318014
rhabdovirus, genome 158 (rc)	11924	1.0	1.0	1.40892318014	1.40892318014
rhabdovirus, genome 159	11924	1.0	1.0	1.28312646763	1.28312646763
rhabdovirus, genome 159 (rc)	11924	1.0	1.0	1.28312646763	1.28312646763
rhabdovirus, genome 160	11923	1.0	1.0	1.86194749644	1.86194749644
rhabdovirus, genome 160 (rc)	11923	1.0	1.0	1.86194749644	1.86194749644
rhabdovirus, genome 161	11926	1.0	1.0	2.17172564146	2.17172564146
rhabdovirus, genome 161 (rc)	11926	1.0	1.0	2.17172564146	2.17172564146
rhabdovirus, genome 162	11923	1.0	1.0	1.83678604378	1.83678604378
rhabdovirus, genome 162 (rc)	11923	1.0	1.0	1.83678604378	1.83678604378
rhabdovirus, genome 163	11923	1.0	1.0	2.03807766502	2.03807766502
rhabdovirus, genome 163 (rc)	11923	1.0	1.0	2.03807766502	2.03807766502
rhabdovirus, genome 164	11928	1.0	1.0	1.40006706908	1.40006706908
rhabdovirus, genome 164 (rc)	11928	1.0	1.0	1.40006706908	1.40006706908
rhabdovirus, genome 165	11907	1.0	1.0	1.78886369363	1.78886369363
rhabdovirus, genome 165 (rc)	11907	1.0	1.0	1.78886369363	1.78886369363
rhabdovirus, genome 166	11907	1.0	1.0	1.73847316704	1.73847316704
rhabdovirus, genome 166 (rc)	11907	1.0	1.0	1.73847316704	1.73847316704
rhabdovirus, genome 167	11907	1.0	1.0	1.76366843034	1.76366843034
rhabdovirus, genome 167 (rc)	11907	1.0	1.0	1.76366843034	1.76366843034
rhabdovirus, genome 168	11907	1.0	1.0	1.78046527253	1.78046527253
rhabdovirus, genome 168 (rc)	11907	1.0	1.0	1.78046527253	1.78046527253
rhabdovirus, genome 169	11907	1.0	1.0	1.77206685143	1.77206685143
rhabdovirus, genome 169 (rc)	11907	1.0	1.0	1.77206685143	1.77206685143
rhabdovirus, genome 170	11907	1.0	1.0	1.78886369363	1.78886369363
