dataset	mismatches	cover_extension	island_of_exact_match	num_probes
hpiv_3	1	0	25	3894
hpiv_3	1	25	25	1560
hpiv_3	1	50	25	954
hpiv_3	1	75	25	643
hpiv_3	2	0	25	2039
hpiv_3	2	25	25	870
hpiv_3	2	50	25	549
hpiv_3	2	75	25	392
hpiv_3	3	0	25	1365
hpiv_3	3	25	25	611
hpiv_3	3	50	25	407
hpiv_3	3	75	25	306
hpiv_3	4	0	25	1112
hpiv_3	4	25	25	513
hpiv_3	4	50	25	346
hpiv_3	4	75	25	254
hpiv_3	6	0	25	925
hpiv_3	6	25	25	437
hpiv_3	6	50	25	304
hpiv_3	6	75	25	223
hpiv_3	8	0	25	888
hpiv_3	8	25	25	414
hpiv_3	8	50	25	290
hpiv_3	8	75	25	215
hpiv_4	0	0	25	3415
hpiv_4	0	25	25	1764
hpiv_4	0	50	25	1162
hpiv_4	0	75	25	853
hpiv_4	1	0	25	2080
hpiv_4	1	25	25	1061
hpiv_4	1	50	25	686
hpiv_4	1	75	25	512
hpiv_4	2	0	25	1444
hpiv_4	2	25	25	762
hpiv_4	2	50	25	509
hpiv_4	2	75	25	383
hpiv_4	3	0	25	1134
hpiv_4	3	25	25	629
hpiv_4	3	50	25	432
hpiv_4	3	75	25	319
hpiv_4	4	0	25	989
hpiv_4	4	25	25	532
hpiv_4	4	50	25	361
hpiv_4	4	75	25	276
hpiv_4	6	0	25	838
hpiv_4	6	25	25	449
hpiv_4	6	50	25	306
hpiv_4	6	75	25	222
hpiv_4	8	0	25	769
hpiv_4	8	25	25	415
hpiv_4	8	50	25	263
hpiv_4	8	75	25	197
hrsv	0	0	25	27856
hrsv	0	25	25	8530
hrsv	0	50	25	4646
hrsv	0	75	25	2898
hrsv	1	0	25	7726
hrsv	1	25	25	2708
hrsv	1	50	25	1501
hrsv	1	75	25	1000
hrsv	2	0	25	3683
hrsv	2	25	25	1443
hrsv	2	50	25	831
hrsv	2	75	25	601
hrsv	3	0	25	2408
hrsv	3	25	25	989
hrsv	3	50	25	615
hrsv	3	75	25	423
hrsv	4	0	25	1937
hrsv	4	25	25	823
hrsv	4	50	25	503
hrsv	4	75	25	373
hrsv	6	0	25	1580
hrsv	6	25	25	680
hrsv	6	50	25	442
hrsv	6	75	25	334
hrsv	8	0	25	1455
hrsv	8	25	25	648
hrsv	8	50	25	430
hrsv	8	75	25	326
human_coronavirus_229e	0	0	25	4749
human_coronavirus_229e	0	25	25	2521
human_coronavirus_229e	0	50	25	1774
human_coronavirus_229e	0	75	25	1337
human_coronavirus_229e	1	0	25	3426
human_coronavirus_229e	1	25	25	1985
human_coronavirus_229e	1	50	25	1375
human_coronavirus_229e	1	75	25	1040
human_coronavirus_229e	2	0	25	2920
human_coronavirus_229e	2	25	25	1688
human_coronavirus_229e	2	50	25	1182
human_coronavirus_229e	2	75	25	897
human_coronavirus_229e	3	0	25	2579
human_coronavirus_229e	3	25	25	1492
human_coronavirus_229e	3	50	25	1026
human_coronavirus_229e	3	75	25	758
human_coronavirus_229e	4	0	25	2312
human_coronavirus_229e	4	25	25	1302
human_coronavirus_229e	4	50	25	899
human_coronavirus_229e	4	75	25	645
human_coronavirus_229e	6	0	25	1954
human_coronavirus_229e	6	25	25	1099
human_coronavirus_229e	6	50	25	750
human_coronavirus_229e	6	75	25	556
human_coronavirus_229e	8	0	25	1837
human_coronavirus_229e	8	25	25	1024
human_coronavirus_229e	8	50	25	704
human_coronavirus_229e	8	75	25	511
human_coronavirus_hku1	0	0	25	1938
human_coronavirus_hku1	0	25	25	893
human_coronavirus_hku1	0	50	25	583
human_coronavirus_hku1	0	75	25	433
human_coronavirus_hku1	1	0	25	990
human_coronavirus_hku1	1	25	25	579
human_coronavirus_hku1	1	50	25	409
human_coronavirus_hku1	1	75	25	319
human_coronavirus_hku1	2	0	25	878
human_coronavirus_hku1	2	25	25	513
human_coronavirus_hku1	2	50	25	373
human_coronavirus_hku1	2	75	25	298
human_coronavirus_hku1	3	0	25	840
human_coronavirus_hku1	3	25	25	491
human_coronavirus_hku1	3	50	25	363
human_coronavirus_hku1	3	75	25	296
human_coronavirus_hku1	4	0	25	775
human_coronavirus_hku1	4	25	25	465
human_coronavirus_hku1	4	50	25	346
human_coronavirus_hku1	4	75	25	279
human_coronavirus_hku1	6	0	25	761
human_coronavirus_hku1	6	25	25	465
human_coronavirus_hku1	6	50	25	333
human_coronavirus_hku1	6	75	25	281
human_coronavirus_hku1	8	0	25	737
human_coronavirus_hku1	8	25	25	463
human_coronavirus_hku1	8	50	25	321
human_coronavirus_hku1	8	75	25	264
human_coronavirus_nl63	0	0	25	2407
human_coronavirus_nl63	0	25	25	998
human_coronavirus_nl63	0	50	25	637
human_coronavirus_nl63	0	75	25	450
human_coronavirus_nl63	1	0	25	994
human_coronavirus_nl63	1	25	25	507
human_coronavirus_nl63	1	50	25	352
human_coronavirus_nl63	1	75	25	270
human_coronavirus_nl63	2	0	25	746
human_coronavirus_nl63	2	25	25	424
human_coronavirus_nl63	2	50	25	294
human_coronavirus_nl63	2	75	25	239
human_coronavirus_nl63	3	0	25	686
human_coronavirus_nl63	3	25	25	414
human_coronavirus_nl63	3	50	25	285
human_coronavirus_nl63	3	75	25	239
human_coronavirus_nl63	4	0	25	671
human_coronavirus_nl63	4	25	25	397
human_coronavirus_nl63	4	50	25	284
human_coronavirus_nl63	4	75	25	230
human_coronavirus_nl63	6	0	25	654
human_coronavirus_nl63	6	25	25	383
human_coronavirus_nl63	6	50	25	279
human_coronavirus_nl63	6	75	25	220
human_coronavirus_nl63	8	0	25	656
human_coronavirus_nl63	8	25	25	387
human_coronavirus_nl63	8	50	25	277
human_coronavirus_nl63	8	75	25	222
human_mastadenovirus_a	0	0	25	2870
human_mastadenovirus_a	0	25	25	1661
human_mastadenovirus_a	0	50	25	1180
human_mastadenovirus_a	0	75	25	897
human_mastadenovirus_a	1	0	25	2436
human_mastadenovirus_a	1	25	25	1450
human_mastadenovirus_a	1	50	25	1018
human_mastadenovirus_a	1	75	25	773
human_mastadenovirus_a	2	0	25	2208
human_mastadenovirus_a	2	25	25	1311
human_mastadenovirus_a	2	50	25	937
human_mastadenovirus_a	2	75	25	731
human_mastadenovirus_a	3	0	25	2059
human_mastadenovirus_a	3	25	25	1250
human_mastadenovirus_a	3	50	25	857
human_mastadenovirus_a	3	75	25	673
human_mastadenovirus_a	4	0	25	1950
human_mastadenovirus_a	4	25	25	1133
human_mastadenovirus_a	4	50	25	800
human_mastadenovirus_a	4	75	25	622
human_mastadenovirus_a	6	0	25	1788
human_mastadenovirus_a	6	25	25	1038
human_mastadenovirus_a	6	50	25	713
human_mastadenovirus_a	6	75	25	542
human_mastadenovirus_a	8	0	25	1688
human_mastadenovirus_a	8	25	25	942
human_mastadenovirus_a	8	50	25	664
human_mastadenovirus_a	8	75	25	487
human_mastadenovirus_b	0	0	25	10731
human_mastadenovirus_b	0	25	25	5035
human_mastadenovirus_b	0	50	25	3296
human_mastadenovirus_b	0	75	25	2393
human_mastadenovirus_b	1	0	25	5954
human_mastadenovirus_b	1	25	25	3028
human_mastadenovirus_b	1	50	25	2018
human_mastadenovirus_b	1	75	25	1508
human_mastadenovirus_b	2	0	25	4506
human_mastadenovirus_b	2	25	25	2332
human_mastadenovirus_b	2	50	25	1589
human_mastadenovirus_b	2	75	25	1188
human_mastadenovirus_b	3	0	25	3786
human_mastadenovirus_b	3	25	25	2015
human_mastadenovirus_b	3	50	25	1358
human_mastadenovirus_b	3	75	25	1001
human_mastadenovirus_b	4	0	25	3370
human_mastadenovirus_b	4	25	25	1792
human_mastadenovirus_b	4	50	25	1211
human_mastadenovirus_b	4	75	25	906
human_mastadenovirus_b	6	0	25	2908
human_mastadenovirus_b	6	25	25	1535
human_mastadenovirus_b	6	50	25	1039
human_mastadenovirus_b	6	75	25	781
human_mastadenovirus_b	8	0	25	2718
human_mastadenovirus_b	8	25	25	1409
human_mastadenovirus_b	8	50	25	949
human_mastadenovirus_b	8	75	25	711
human_mastadenovirus_c	0	0	25	7507
human_mastadenovirus_c	0	25	25	3529
human_mastadenovirus_c	0	50	25	2276
human_mastadenovirus_c	0	75	25	1665
human_mastadenovirus_c	1	0	25	4434
human_mastadenovirus_c	1	25	25	2318
human_mastadenovirus_c	1	50	25	1580
human_mastadenovirus_c	1	75	25	1175
human_mastadenovirus_c	2	0	25	3583
human_mastadenovirus_c	2	25	25	1923
human_mastadenovirus_c	2	50	25	1347
human_mastadenovirus_c	2	75	25	980
human_mastadenovirus_c	3	0	25	3218
human_mastadenovirus_c	3	25	25	1768
human_mastadenovirus_c	3	50	25	1222
human_mastadenovirus_c	3	75	25	923
human_mastadenovirus_c	4	0	25	2967
human_mastadenovirus_c	4	25	25	1671
human_mastadenovirus_c	4	50	25	1127
human_mastadenovirus_c	4	75	25	848
human_mastadenovirus_c	6	0	25	2657
human_mastadenovirus_c	6	25	25	1470
human_mastadenovirus_c	6	50	25	1006
human_mastadenovirus_c	6	75	25	770
human_mastadenovirus_c	8	0	25	2516
human_mastadenovirus_c	8	25	25	1399
human_mastadenovirus_c	8	50	25	947
human_mastadenovirus_c	8	75	25	691
human_mastadenovirus_d	0	0	25	15727
human_mastadenovirus_d	0	25	25	6990
human_mastadenovirus_d	0	50	25	4352
human_mastadenovirus_d	0	75	25	3041
human_mastadenovirus_d	1	0	25	7631
human_mastadenovirus_d	1	25	25	3666
human_mastadenovirus_d	1	50	25	2312
human_mastadenovirus_d	1	75	25	1619
human_mastadenovirus_d	2	0	25	5148
human_mastadenovirus_d	2	25	25	2569
human_mastadenovirus_d	2	50	25	1638
human_mastadenovirus_d	2	75	25	1196
human_mastadenovirus_d	3	0	25	4004
human_mastadenovirus_d	3	25	25	2033
human_mastadenovirus_d	3	50	25	1313
human_mastadenovirus_d	3	75	25	980
human_mastadenovirus_d	4	0	25	3475
human_mastadenovirus_d	4	25	25	1763
human_mastadenovirus_d	4	50	25	1182
human_mastadenovirus_d	4	75	25	867
human_mastadenovirus_d	6	0	25	2912
human_mastadenovirus_d	6	25	25	1552
human_mastadenovirus_d	6	50	25	1015
human_mastadenovirus_d	6	75	25	774
human_mastadenovirus_d	8	0	25	2657
human_mastadenovirus_d	8	25	25	1439
human_mastadenovirus_d	8	50	25	943
human_mastadenovirus_d	8	75	25	725
human_mastadenovirus_e	0	0	25	4758
human_mastadenovirus_e	0	25	25	2355
human_mastadenovirus_e	0	50	25	1566
human_mastadenovirus_e	0	75	25	1121
human_mastadenovirus_e	1	0	25	3047
human_mastadenovirus_e	1	25	25	1585
human_mastadenovirus_e	1	50	25	1050
human_mastadenovirus_e	1	75	25	747
human_mastadenovirus_e	2	0	25	2508
human_mastadenovirus_e	2	25	25	1271
human_mastadenovirus_e	2	50	25	830
human_mastadenovirus_e	2	75	25	603
human_mastadenovirus_e	3	0	25	2142
human_mastadenovirus_e	3	25	25	1077
human_mastadenovirus_e	3	50	25	701
human_mastadenovirus_e	3	75	25	531
human_mastadenovirus_e	4	0	25	1900
human_mastadenovirus_e	4	25	25	963
human_mastadenovirus_e	4	50	25	641
human_mastadenovirus_e	4	75	25	473
human_mastadenovirus_e	6	0	25	1629
human_mastadenovirus_e	6	25	25	833
human_mastadenovirus_e	6	50	25	559
human_mastadenovirus_e	6	75	25	400
human_mastadenovirus_e	8	0	25	1506
human_mastadenovirus_e	8	25	25	775
human_mastadenovirus_e	8	50	25	518
human_mastadenovirus_e	8	75	25	371
human_mastadenovirus_f	0	0	25	2014
human_mastadenovirus_f	0	25	25	1011
human_mastadenovirus_f	0	50	25	697
human_mastadenovirus_f	0	75	25	494
human_mastadenovirus_f	1	0	25	1407
human_mastadenovirus_f	1	25	25	794
human_mastadenovirus_f	1	50	25	548
human_mastadenovirus_f	1	75	25	417
human_mastadenovirus_f	2	0	25	1242
human_mastadenovirus_f	2	25	25	738
human_mastadenovirus_f	2	50	25	515
human_mastadenovirus_f	2	75	25	388
human_mastadenovirus_f	3	0	25	1184
human_mastadenovirus_f	3	25	25	684
human_mastadenovirus_f	3	50	25	479
human_mastadenovirus_f	3	75	25	378
human_mastadenovirus_f	4	0	25	1130
human_mastadenovirus_f	4	25	25	673
human_mastadenovirus_f	4	50	25	472
human_mastadenovirus_f	4	75	25	362
human_mastadenovirus_f	6	0	25	1078
human_mastadenovirus_f	6	25	25	624
human_mastadenovirus_f	6	50	25	443
human_mastadenovirus_f	6	75	25	347
human_mastadenovirus_f	8	0	25	1059
human_mastadenovirus_f	8	25	25	630
human_mastadenovirus_f	8	50	25	426
human_mastadenovirus_f	8	75	25	326
human_mastadenovirus_g	0	0	25	2293
human_mastadenovirus_g	0	25	25	1308
human_mastadenovirus_g	0	50	25	880
human_mastadenovirus_g	0	75	25	684
human_mastadenovirus_g	1	0	25	1803
human_mastadenovirus_g	1	25	25	1052
human_mastadenovirus_g	1	50	25	708
human_mastadenovirus_g	1	75	25	551
human_mastadenovirus_g	2	0	25	1557
human_mastadenovirus_g	2	25	25	904
human_mastadenovirus_g	2	50	25	636
human_mastadenovirus_g	2	75	25	474
human_mastadenovirus_g	3	0	25	1435
human_mastadenovirus_g	3	25	25	826
human_mastadenovirus_g	3	50	25	590
human_mastadenovirus_g	3	75	25	446
human_mastadenovirus_g	4	0	25	1362
human_mastadenovirus_g	4	25	25	808
human_mastadenovirus_g	4	50	25	554
human_mastadenovirus_g	4	75	25	422
human_mastadenovirus_g	6	0	25	1238
human_mastadenovirus_g	6	25	25	721
human_mastadenovirus_g	6	50	25	493
human_mastadenovirus_g	6	75	25	377
human_mastadenovirus_g	8	0	25	1183
human_mastadenovirus_g	8	25	25	683
human_mastadenovirus_g	8	50	25	463
human_mastadenovirus_g	8	75	25	355
human_metapneumovirus	0	0	25	7762
human_metapneumovirus	0	25	25	3588
human_metapneumovirus	0	50	25	2250
human_metapneumovirus	0	75	25	1557
human_metapneumovirus	1	0	25	3447
human_metapneumovirus	1	25	25	1646
human_metapneumovirus	1	50	25	1022
human_metapneumovirus	1	75	25	740
human_metapneumovirus	2	0	25	2113
human_metapneumovirus	2	25	25	1031
human_metapneumovirus	2	50	25	669
human_metapneumovirus	2	75	25	479
human_metapneumovirus	3	0	25	1558
human_metapneumovirus	3	25	25	764
human_metapneumovirus	3	50	25	501
human_metapneumovirus	3	75	25	361
human_metapneumovirus	4	0	25	1264
human_metapneumovirus	4	25	25	633
human_metapneumovirus	4	50	25	407
human_metapneumovirus	4	75	25	319
human_metapneumovirus	6	0	25	1077
human_metapneumovirus	6	25	25	524
human_metapneumovirus	6	50	25	356
human_metapneumovirus	6	75	25	268
human_metapneumovirus	8	0	25	982
human_metapneumovirus	8	25	25	512
human_metapneumovirus	8	50	25	324
human_metapneumovirus	8	75	25	260
mers	0	0	25	7636
mers	0	25	25	3119
mers	0	50	25	2024
mers	0	75	25	1502
mers	1	0	25	3832
mers	1	25	25	2181
mers	1	50	25	1528
mers	1	75	25	1190
mers	2	0	25	3353
mers	2	25	25	1952
mers	2	50	25	1404
mers	2	75	25	1062
mers	3	0	25	3184
mers	3	25	25	1862
mers	3	50	25	1325
mers	3	75	25	1025
mers	4	0	25	3017
mers	4	25	25	1780
mers	4	50	25	1249
mers	4	75	25	973
mers	6	0	25	2810
mers	6	25	25	1602
mers	6	50	25	1115
mers	6	75	25	871
mers	8	0	25	2698
mers	8	25	25	1541
mers	8	50	25	1045
mers	8	75	25	809
ncov	0	0	25	1065
ncov	0	25	25	599
ncov	0	50	25	409
ncov	0	75	25	315
ncov	1	0	25	904
ncov	1	25	25	499
ncov	1	50	25	334
ncov	1	75	25	242
ncov	2	0	25	780
ncov	2	25	25	418
ncov	2	50	25	299
ncov	2	75	25	222
ncov	3	0	25	723
ncov	3	25	25	400
ncov	3	50	25	277
ncov	3	75	25	203
ncov	4	0	25	661
ncov	4	25	25	390
ncov	4	50	25	257
ncov	4	75	25	203
ncov	6	0	25	631
ncov	6	25	25	371
ncov	6	50	25	257
ncov	6	75	25	202
ncov	8	0	25	626
ncov	8	25	25	367
ncov	8	50	25	257
ncov	8	75	25	200
rhinovirus_a	0	0	25	15685
rhinovirus_a	0	25	25	9554
rhinovirus_a	0	50	25	6876
rhinovirus_a	0	75	25	5415
rhinovirus_a	1	0	25	14341
rhinovirus_a	1	25	25	8812
rhinovirus_a	1	50	25	6388
rhinovirus_a	1	75	25	4948
rhinovirus_a	2	0	25	13557
rhinovirus_a	2	25	25	8215
rhinovirus_a	2	50	25	5888
rhinovirus_a	2	75	25	4630
rhinovirus_a	3	0	25	12668
rhinovirus_a	3	25	25	7628
rhinovirus_a	3	50	25	5404
rhinovirus_a	3	75	25	4213
rhinovirus_a	4	0	25	11895
rhinovirus_a	4	25	25	7049
rhinovirus_a	4	50	25	4925
rhinovirus_a	4	75	25	3773
rhinovirus_a	6	0	25	10451
rhinovirus_a	6	25	25	6039
rhinovirus_a	6	50	25	4141
rhinovirus_a	6	75	25	3106
rhinovirus_a	8	0	25	9403
rhinovirus_a	8	25	25	5276
rhinovirus_a	8	50	25	3566
rhinovirus_a	8	75	25	2677
rhinovirus_b	0	0	25	6434
rhinovirus_b	0	25	25	3982
rhinovirus_b	0	50	25	2879
rhinovirus_b	0	75	25	2297
rhinovirus_b	1	0	25	6064
rhinovirus_b	1	25	25	3742
rhinovirus_b	1	50	25	2714
rhinovirus_b	1	75	25	2100
rhinovirus_b	2	0	25	5754
rhinovirus_b	2	25	25	3471
rhinovirus_b	2	50	25	2468
rhinovirus_b	2	75	25	1948
rhinovirus_b	3	0	25	5339
rhinovirus_b	3	25	25	3223
rhinovirus_b	3	50	25	2261
rhinovirus_b	3	75	25	1747
rhinovirus_b	4	0	25	5001
rhinovirus_b	4	25	25	2976
rhinovirus_b	4	50	25	2056
rhinovirus_b	4	75	25	1564
rhinovirus_b	6	0	25	4442
rhinovirus_b	6	25	25	2570
rhinovirus_b	6	50	25	1765
rhinovirus_b	6	75	25	1347
rhinovirus_b	8	0	25	4110
rhinovirus_b	8	25	25	2302
rhinovirus_b	8	50	25	1564
rhinovirus_b	8	75	25	1168
rhinovirus_c	0	0	25	7361
rhinovirus_c	0	25	25	4492
rhinovirus_c	0	50	25	3231
rhinovirus_c	0	75	25	2502
rhinovirus_c	1	0	25	6681
rhinovirus_c	1	25	25	4038
rhinovirus_c	1	50	25	2891
rhinovirus_c	1	75	25	2241
rhinovirus_c	2	0	25	6091
rhinovirus_c	2	25	25	3662
rhinovirus_c	2	50	25	2624
rhinovirus_c	2	75	25	2016
rhinovirus_c	3	0	25	5680
rhinovirus_c	3	25	25	3419
rhinovirus_c	3	50	25	2438
rhinovirus_c	3	75	25	1893
rhinovirus_c	4	0	25	5381
rhinovirus_c	4	25	25	3216
rhinovirus_c	4	50	25	2310
rhinovirus_c	4	75	25	1778
rhinovirus_c	6	0	25	4999
rhinovirus_c	6	25	25	3001
rhinovirus_c	6	50	25	2101
rhinovirus_c	6	75	25	1617
rhinovirus_c	8	0	25	4800
rhinovirus_c	8	25	25	2885
rhinovirus_c	8	50	25	2008
rhinovirus_c	8	75	25	1556
sars	0	0	25	11618
sars	0	25	25	5857
sars	0	50	25	3865
sars	0	75	25	2895
sars	1	0	25	7337
sars	1	25	25	3955
sars	1	50	25	2668
sars	1	75	25	1988
sars	2	0	25	5695
sars	2	25	25	3079
sars	2	50	25	2088
sars	2	75	25	1538
sars	3	0	25	4631
sars	3	25	25	2568
sars	3	50	25	1728
sars	3	75	25	1295
sars	4	0	25	3970
sars	4	25	25	2187
sars	4	50	25	1488
sars	4	75	25	1111
sars	6	0	25	3307
sars	6	25	25	1805
sars	6	50	25	1220
sars	6	75	25	923
sars	8	0	25	3061
sars	8	25	25	1676
sars	8	50	25	1139
sars	8	75	25	855
