dataset	mismatches	cover_extension	num_probes
influenza_a_segment7	2	25	387
influenza_a_segment7	2	50	250
influenza_a_segment7	2	75	188
influenza_a_segment7	3	0	720
influenza_a_segment7	3	25	228
influenza_a_segment7	3	50	143
influenza_a_segment7	3	75	114
influenza_a_segment7	4	0	546
influenza_a_segment7	4	25	159
influenza_a_segment7	4	50	106
influenza_a_segment7	4	75	87
influenza_a_segment7	6	0	390
influenza_a_segment7	6	25	102
influenza_a_segment7	6	50	76
influenza_a_segment7	6	75	53
influenza_a_segment7	8	0	291
influenza_a_segment7	8	25	84
influenza_a_segment7	8	50	53
influenza_a_segment7	8	75	37
influenza_a_segment8	0	0	10737
influenza_a_segment8	0	25	3552
influenza_a_segment8	0	50	2260
influenza_a_segment8	0	75	1525
influenza_a_segment8	1	0	3080
influenza_a_segment8	1	25	1032
influenza_a_segment8	1	50	685
influenza_a_segment8	1	75	464
influenza_a_segment8	2	0	1458
influenza_a_segment8	2	25	496
influenza_a_segment8	2	50	327
influenza_a_segment8	2	75	226
influenza_a_segment8	3	0	1001
influenza_a_segment8	3	25	305
influenza_a_segment8	3	50	196
influenza_a_segment8	3	75	136
influenza_a_segment8	4	0	776
influenza_a_segment8	4	25	230
influenza_a_segment8	4	50	149
influenza_a_segment8	4	75	99
influenza_a_segment8	6	0	546
influenza_a_segment8	6	25	142
influenza_a_segment8	6	50	97
influenza_a_segment8	6	75	63
influenza_a_segment8	8	0	424
influenza_a_segment8	8	25	121
influenza_a_segment8	8	50	78
influenza_a_segment8	8	75	52
influenza_b_segment1	0	0	7706
influenza_b_segment1	0	25	2658
influenza_b_segment1	0	50	1591
influenza_b_segment1	0	75	1032
influenza_b_segment1	1	0	1833
influenza_b_segment1	1	25	690
influenza_b_segment1	1	50	450
influenza_b_segment1	1	75	323
influenza_b_segment1	2	0	774
influenza_b_segment1	2	25	352
influenza_b_segment1	2	50	252
influenza_b_segment1	2	75	200
influenza_b_segment1	3	0	517
influenza_b_segment1	3	25	246
influenza_b_segment1	3	50	182
influenza_b_segment1	3	75	148
influenza_b_segment1	4	0	403
influenza_b_segment1	4	25	200
influenza_b_segment1	4	50	154
influenza_b_segment1	4	75	138
influenza_b_segment1	6	0	327
influenza_b_segment1	6	25	152
influenza_b_segment1	6	50	127
influenza_b_segment1	6	75	112
influenza_b_segment1	8	0	272
influenza_b_segment1	8	25	144
influenza_b_segment1	8	50	113
influenza_b_segment1	8	75	99
influenza_b_segment2	0	0	7281
influenza_b_segment2	0	25	2347
influenza_b_segment2	0	50	1408
influenza_b_segment2	0	75	924
influenza_b_segment2	1	0	1560
influenza_b_segment2	1	25	617
influenza_b_segment2	1	50	392
influenza_b_segment2	1	75	290
influenza_b_segment2	2	0	668
influenza_b_segment2	2	25	312
influenza_b_segment2	2	50	216
influenza_b_segment2	2	75	170
influenza_b_segment2	3	0	452
influenza_b_segment2	3	25	211
influenza_b_segment2	3	50	168
influenza_b_segment2	3	75	136
influenza_b_segment2	4	0	362
influenza_b_segment2	4	25	189
influenza_b_segment2	4	50	142
influenza_b_segment2	4	75	123
influenza_b_segment2	6	0	292
influenza_b_segment2	6	25	149
influenza_b_segment2	6	50	121
influenza_b_segment2	6	75	99
influenza_b_segment2	8	0	258
influenza_b_segment2	8	25	138
influenza_b_segment2	8	50	110
influenza_b_segment2	8	75	93
influenza_b_segment3	0	0	7674
influenza_b_segment3	0	25	2439
influenza_b_segment3	0	50	1489
influenza_b_segment3	0	75	930
influenza_b_segment3	1	0	1722
influenza_b_segment3	1	25	582
influenza_b_segment3	1	50	381
influenza_b_segment3	1	75	264
influenza_b_segment3	2	0	713
influenza_b_segment3	2	25	287
influenza_b_segment3	2	50	184
influenza_b_segment3	2	75	139
influenza_b_segment3	3	0	465
influenza_b_segment3	3	25	187
influenza_b_segment3	3	50	129
influenza_b_segment3	3	75	98
influenza_b_segment3	4	0	340
influenza_b_segment3	4	25	134
influenza_b_segment3	4	50	89
influenza_b_segment3	4	75	72
influenza_b_segment3	6	0	249
influenza_b_segment3	6	25	88
influenza_b_segment3	6	50	61
influenza_b_segment3	6	75	50
influenza_b_segment3	8	0	218
influenza_b_segment3	8	25	72
influenza_b_segment3	8	50	53
influenza_b_segment3	8	75	43
influenza_b_segment4	0	0	9952
influenza_b_segment4	0	25	3288
influenza_b_segment4	0	50	2010
influenza_b_segment4	0	75	1226
influenza_b_segment4	1	0	2324
influenza_b_segment4	1	25	803
influenza_b_segment4	1	50	480
influenza_b_segment4	1	75	314
influenza_b_segment4	2	0	927
influenza_b_segment4	2	25	352
influenza_b_segment4	2	50	229
influenza_b_segment4	2	75	149
influenza_b_segment4	3	0	590
influenza_b_segment4	3	25	220
influenza_b_segment4	3	50	138
influenza_b_segment4	3	75	90
influenza_b_segment4	4	0	441
influenza_b_segment4	4	25	152
influenza_b_segment4	4	50	104
influenza_b_segment4	4	75	71
influenza_b_segment4	6	0	325
influenza_b_segment4	6	25	100
influenza_b_segment4	6	50	67
influenza_b_segment4	6	75	50
influenza_b_segment4	8	0	281
influenza_b_segment4	8	25	86
influenza_b_segment4	8	50	58
influenza_b_segment4	8	75	38
influenza_b_segment5	0	0	5703
influenza_b_segment5	0	25	1986
influenza_b_segment5	0	50	1177
influenza_b_segment5	0	75	750
influenza_b_segment5	1	0	1373
influenza_b_segment5	1	25	448
influenza_b_segment5	1	50	269
influenza_b_segment5	1	75	179
influenza_b_segment5	2	0	615
influenza_b_segment5	2	25	202
influenza_b_segment5	2	50	128
influenza_b_segment5	2	75	94
influenza_b_segment5	3	0	422
influenza_b_segment5	3	25	127
influenza_b_segment5	3	50	78
influenza_b_segment5	3	75	54
influenza_b_segment5	4	0	340
influenza_b_segment5	4	25	98
influenza_b_segment5	4	50	53
influenza_b_segment5	4	75	41
influenza_b_segment5	6	0	264
influenza_b_segment5	6	25	67
influenza_b_segment5	6	50	39
influenza_b_segment5	6	75	32
influenza_b_segment5	8	0	227
influenza_b_segment5	8	25	54
influenza_b_segment5	8	50	34
influenza_b_segment5	8	75	26
influenza_b_segment6	0	0	8308
influenza_b_segment6	0	25	2762
influenza_b_segment6	0	50	1675
influenza_b_segment6	0	75	1076
influenza_b_segment6	1	0	2070
influenza_b_segment6	1	25	654
influenza_b_segment6	1	50	385
influenza_b_segment6	1	75	273
influenza_b_segment6	2	0	878
influenza_b_segment6	2	25	280
influenza_b_segment6	2	50	178
influenza_b_segment6	2	75	127
influenza_b_segment6	3	0	565
influenza_b_segment6	3	25	179
influenza_b_segment6	3	50	101
influenza_b_segment6	3	75	75
influenza_b_segment6	4	0	429
influenza_b_segment6	4	25	118
influenza_b_segment6	4	50	81
influenza_b_segment6	4	75	50
influenza_b_segment6	6	0	317
influenza_b_segment6	6	25	76
influenza_b_segment6	6	50	50
influenza_b_segment6	6	75	30
influenza_b_segment6	8	0	258
influenza_b_segment6	8	25	59
influenza_b_segment6	8	50	38
influenza_b_segment6	8	75	24
influenza_b_segment7	0	0	4073
influenza_b_segment7	0	25	1447
influenza_b_segment7	0	50	984
influenza_b_segment7	0	75	625
influenza_b_segment7	1	0	1010
influenza_b_segment7	1	25	389
influenza_b_segment7	1	50	266
influenza_b_segment7	1	75	162
influenza_b_segment7	2	0	442
influenza_b_segment7	2	25	172
influenza_b_segment7	2	50	131
influenza_b_segment7	2	75	76
influenza_b_segment7	3	0	294
influenza_b_segment7	3	25	104
influenza_b_segment7	3	50	75
influenza_b_segment7	3	75	46
influenza_b_segment7	4	0	236
influenza_b_segment7	4	25	74
influenza_b_segment7	4	50	55
influenza_b_segment7	4	75	33
influenza_b_segment7	6	0	187
influenza_b_segment7	6	25	48
influenza_b_segment7	6	50	38
influenza_b_segment7	6	75	22
influenza_b_segment7	8	0	176
influenza_b_segment7	8	25	40
influenza_b_segment7	8	50	30
influenza_b_segment7	8	75	20
influenza_b_segment8	0	0	4699
influenza_b_segment8	0	25	1340
influenza_b_segment8	0	50	739
influenza_b_segment8	0	75	491
influenza_b_segment8	1	0	1113
influenza_b_segment8	1	25	304
influenza_b_segment8	1	50	156
influenza_b_segment8	1	75	113
influenza_b_segment8	2	0	447
influenza_b_segment8	2	25	132
influenza_b_segment8	2	50	68
influenza_b_segment8	2	75	49
influenza_b_segment8	3	0	321
influenza_b_segment8	3	25	83
influenza_b_segment8	3	50	42
influenza_b_segment8	3	75	26
influenza_b_segment8	4	0	259
influenza_b_segment8	4	25	57
influenza_b_segment8	4	50	26
influenza_b_segment8	4	75	22
influenza_b_segment8	6	0	200
influenza_b_segment8	6	25	38
influenza_b_segment8	6	50	19
influenza_b_segment8	6	75	13
influenza_b_segment8	8	0	178
influenza_b_segment8	8	25	35
influenza_b_segment8	8	50	18
influenza_b_segment8	8	75	12
influenza_c_segment1	0	0	643
influenza_c_segment1	0	25	324
influenza_c_segment1	0	50	214
influenza_c_segment1	0	75	152
influenza_c_segment1	1	0	246
influenza_c_segment1	1	25	125
influenza_c_segment1	1	50	82
influenza_c_segment1	1	75	60
influenza_c_segment1	2	0	125
influenza_c_segment1	2	25	66
influenza_c_segment1	2	50	44
influenza_c_segment1	2	75	35
influenza_c_segment1	3	0	72
influenza_c_segment1	3	25	34
influenza_c_segment1	3	50	24
influenza_c_segment1	3	75	21
influenza_c_segment1	4	0	46
influenza_c_segment1	4	25	27
influenza_c_segment1	4	50	19
influenza_c_segment1	4	75	16
influenza_c_segment1	6	0	35
influenza_c_segment1	6	25	25
influenza_c_segment1	6	50	17
influenza_c_segment1	6	75	15
influenza_c_segment1	8	0	39
influenza_c_segment1	8	25	26
influenza_c_segment1	8	50	17
influenza_c_segment1	8	75	15
influenza_c_segment2	0	0	669
influenza_c_segment2	0	25	378
influenza_c_segment2	0	50	241
influenza_c_segment2	0	75	181
influenza_c_segment2	1	0	258
influenza_c_segment2	1	25	131
influenza_c_segment2	1	50	92
influenza_c_segment2	1	75	66
influenza_c_segment2	2	0	136
influenza_c_segment2	2	25	71
influenza_c_segment2	2	50	48
influenza_c_segment2	2	75	38
influenza_c_segment2	3	0	71
influenza_c_segment2	3	25	46
influenza_c_segment2	3	50	30
influenza_c_segment2	3	75	26
influenza_c_segment2	4	0	56
influenza_c_segment2	4	25	31
influenza_c_segment2	4	50	24
influenza_c_segment2	4	75	18
influenza_c_segment2	6	0	37
influenza_c_segment2	6	25	26
influenza_c_segment2	6	50	18
influenza_c_segment2	6	75	15
influenza_c_segment2	8	0	36
influenza_c_segment2	8	25	23
influenza_c_segment2	8	50	19
influenza_c_segment2	8	75	12
influenza_c_segment3	0	0	623
influenza_c_segment3	0	25	312
influenza_c_segment3	0	50	228
influenza_c_segment3	0	75	170
influenza_c_segment3	1	0	241
influenza_c_segment3	1	25	118
influenza_c_segment3	1	50	80
influenza_c_segment3	1	75	57
influenza_c_segment3	2	0	122
influenza_c_segment3	2	25	58
influenza_c_segment3	2	50	40
influenza_c_segment3	2	75	34
influenza_c_segment3	3	0	74
influenza_c_segment3	3	25	38
influenza_c_segment3	3	50	27
influenza_c_segment3	3	75	21
influenza_c_segment3	4	0	47
influenza_c_segment3	4	25	29
influenza_c_segment3	4	50	20
influenza_c_segment3	4	75	17
influenza_c_segment3	6	0	35
influenza_c_segment3	6	25	22
influenza_c_segment3	6	50	17
influenza_c_segment3	6	75	13
influenza_c_segment3	8	0	35
influenza_c_segment3	8	25	21
influenza_c_segment3	8	50	17
influenza_c_segment3	8	75	14
influenza_c_segment4	0	0	223
influenza_c_segment4	0	25	120
influenza_c_segment4	0	50	90
influenza_c_segment4	0	75	68
influenza_c_segment4	1	0	152
influenza_c_segment4	1	25	84
influenza_c_segment4	1	50	58
influenza_c_segment4	1	75	45
influenza_c_segment4	2	0	116
influenza_c_segment4	2	25	65
influenza_c_segment4	2	50	46
influenza_c_segment4	2	75	35
influenza_c_segment4	3	0	96
influenza_c_segment4	3	25	49
influenza_c_segment4	3	50	35
influenza_c_segment4	3	75	27
influenza_c_segment4	4	0	85
influenza_c_segment4	4	25	42
influenza_c_segment4	4	50	31
influenza_c_segment4	4	75	22
influenza_c_segment4	6	0	64
influenza_c_segment4	6	25	32
influenza_c_segment4	6	50	22
influenza_c_segment4	6	75	18
influenza_c_segment4	8	0	58
influenza_c_segment4	8	25	23
influenza_c_segment4	8	50	17
influenza_c_segment4	8	75	14
influenza_c_segment5	0	0	535
influenza_c_segment5	0	25	290
influenza_c_segment5	0	50	200
influenza_c_segment5	0	75	144
influenza_c_segment5	1	0	221
influenza_c_segment5	1	25	126
influenza_c_segment5	1	50	79
influenza_c_segment5	1	75	64
influenza_c_segment5	2	0	117
influenza_c_segment5	2	25	68
influenza_c_segment5	2	50	49
influenza_c_segment5	2	75	30
influenza_c_segment5	3	0	71
influenza_c_segment5	3	25	43
influenza_c_segment5	3	50	26
influenza_c_segment5	3	75	19
influenza_c_segment5	4	0	53
influenza_c_segment5	4	25	26
influenza_c_segment5	4	50	18
influenza_c_segment5	4	75	15
influenza_c_segment5	6	0	37
influenza_c_segment5	6	25	30
influenza_c_segment5	6	50	16
influenza_c_segment5	6	75	15
influenza_c_segment5	8	0	35
influenza_c_segment5	8	25	24
influenza_c_segment5	8	50	16
influenza_c_segment5	8	75	12
influenza_c_segment6	0	0	289
influenza_c_segment6	0	25	138
influenza_c_segment6	0	50	90
influenza_c_segment6	0	75	66
influenza_c_segment6	1	0	120
influenza_c_segment6	1	25	57
influenza_c_segment6	1	50	32
influenza_c_segment6	1	75	23
influenza_c_segment6	2	0	64
influenza_c_segment6	2	25	24
influenza_c_segment6	2	50	18
influenza_c_segment6	2	75	13
influenza_c_segment6	3	0	39
influenza_c_segment6	3	25	15
influenza_c_segment6	3	50	10
influenza_c_segment6	3	75	10
influenza_c_segment6	4	0	33
influenza_c_segment6	4	25	13
influenza_c_segment6	4	50	8
influenza_c_segment6	4	75	7
influenza_c_segment6	6	0	31
influenza_c_segment6	6	25	13
influenza_c_segment6	6	50	9
influenza_c_segment6	6	75	6
influenza_c_segment6	8	0	30
influenza_c_segment6	8	25	14
influenza_c_segment6	8	50	9
influenza_c_segment6	8	75	7
influenza_c_segment7	0	0	317
influenza_c_segment7	0	25	144
influenza_c_segment7	0	50	111
influenza_c_segment7	0	75	79
influenza_c_segment7	1	0	128
influenza_c_segment7	1	25	59
influenza_c_segment7	1	50	42
influenza_c_segment7	1	75	28
influenza_c_segment7	2	0	64
influenza_c_segment7	2	25	24
influenza_c_segment7	2	50	20
influenza_c_segment7	2	75	16
influenza_c_segment7	3	0	43
influenza_c_segment7	3	25	18
influenza_c_segment7	3	50	11
influenza_c_segment7	3	75	13
influenza_c_segment7	4	0	37
influenza_c_segment7	4	25	19
influenza_c_segment7	4	50	13
influenza_c_segment7	4	75	7
influenza_c_segment7	6	0	30
influenza_c_segment7	6	25	11
influenza_c_segment7	6	50	10
influenza_c_segment7	6	75	6
influenza_c_segment7	8	0	29
influenza_c_segment7	8	25	12
influenza_c_segment7	8	50	8
influenza_c_segment7	8	75	6
